"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
PRO1002409,Contract,"NHS PROPERTY SERVICES LIMITED",Awarded,2024-05-29T15:28:35+01:00,"PR Platform Service","PR Services",,,England,"79416000 ","NHS PS Procurement",NHSPSContracts@property.nhs.uk,"Regent House","Heaton Lane",STOCKPORT,"SK4 1BS","United Kingdom",,,,,,01/04/2022,31/03/2025,25/02/2022,NO,,Yes,No,No,Services,53670.01,,15/02/2022,53670.01,"[ACCESS INTELLIGENCE MEDIA AND COMMUNICATIONS LIMITED|The Johnson Building, 79 Hatton Garden, London, England, EC1N 8AW|COMPANIES_HOUSE|03819220|Yes|No]",,01/04/2022,31/03/2025,"CompetitiveQuotationNonOJEU ",,12:00
C-2553,Contract,"National Audit Office",Awarded,2022-07-15T11:28:09+01:00,"2022 Main Laptop refresh","The supply of laptops contract with ACS Systems UK LIMITED had a 4 months contract duration that commenced on Friday 24th June 2022 until Monday 31st October 2022 with optional extension period of 3 years until Friday 24th October 2025.

The contract was extended with ACS Systems UK LIMITED for 2 years and 9 months from Tuesday 1st November 2022 until Tuesday 28th January 2025.

As of May 2024, the contract was varied by £199,034.40 inclusive of VAT to purchase  additional laptops.",,"SW1W 9SP",,"30200000 ","Tania Khan",NAO.Procurement@nao.org.uk,"157-197 Buckingham Palace Road",,LONDON,SW1W9SP,England,02077987000,,,,,24/06/2022,28/01/2025,01/02/2022,NO,,Yes,No,No,Products,1800000,2223780,17/02/2022,2223780,"[ACS SYSTEMS UK LIMITED|A C S House,Oxwich Close, Brackmills Industrial Estate
NORTHAMPTON
Northamptonshire
NN4 7BH
GB|COMPANIES_HOUSE|02988060|Yes|No]",,24/06/2022,28/01/2025,"CallOffFromFrameworkAgreement ",,17:00
OLDH001-DN579415-02663703,Contract,"Oldham Council",Awarded,2024-05-07T13:18:20+01:00,"Spindles Phase 2 - Redevelopment and Repurposing of the Spindles Shopping Centre","Spindles Phase 2 - Redevelopment and Repurposing of the Spindles Shopping Centre, procured on a 2 stage tender basis, initially under a pre-construction services agreement.",,,"North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West","45000000 ","Dan Cheetham",dan.cheetham@oldham.gov.uk,"Civic Centre",,Oldham,"OL1 1UT","United Kingdom",,http://www.oldham.gov.uk/,,,,01/03/2022,05/01/2024,13/12/2021,NO,,Yes,Yes,No,Works,42000000,,16/02/2022,59000000,"[Willmott Dixon Construction Ltd|B46 3BP|NONE||No|No]",,01/03/2022,30/09/2025,"Other ",,12:00
CDIO-104,Contract,"Cabinet Office",Awarded,2022-03-08T11:35:37Z,"Objective ECM & Workflow System","Enterprise License includes Foundation, Records Management, Enterprise Document Management, Workflow and Approvals, Objective E-Learning CBT Training Module, Software support and Objective ECM Technial admin service.",,"SW1A 2BQ",,"48200000 48300000 48600000 48700000 48800000 48900000 ","CDIO Procurement",cdioprocurement@cabinetoffice.gov.uk,"100 Parliament Street",Westminster,LONDON,"SW1A 2BQ",England,07564849573,,"2022-02-15 CDIO 104 Objective ECM  Workflow system -Cloud-12-Call-Off-Contract _Redacted_v2_Final.pdf 2024-01-18  Signed -Final -Contract Variation # 2 - Objective Corporation  - CDIO-104_Redacted.pdf 15-03-23 - Variation 01 to CDIO-104 - Objective Corporation_Redacted.pdf ","https://drive.google.com/file/d/1JmSka3Yk4stBE0bcJQqdTO04vahwod70/view?usp=sharing https://drive.google.com/file/d/10hV1LZvu1pZrP5ANe4o8DTtj8loEJXk2/view?usp=drive_link https://drive.google.com/file/d/14TxpoKtRemOax7edkxeTDXJ_kZvgRmwK/view?usp=drive_link ",,17/01/2022,16/01/2025,16/01/2022,NO,,No,No,No,Services,322750,,14/02/2022,322750,"[Objective Corporation|Level 10, Thames Tower, Station Road, Reading, Berkshire, RG1 1LX|NONE_OTHER||No|No]",,17/01/2022,16/01/2025,"CallOffFromFrameworkAgreement ",,17:00
CS22094,Contract,"UK SHARED BUSINESS SERVICES LIMITED",Awarded,2024-03-19T16:55:35Z,"CS22094 Supplier Manager","***** THIS IS AN AWARD NOTICE, NOT A CALL FOR COMPETITION *****

This procurement is being concluded as a direct award under the Crown Commercial Services Framework, RM6160 Non Clinical Temporary and Fixed Term Staff Lot 2 

Brief Description of Requirement

The requirement was for the temporary provision of a Supplier Manager for UK Research and Innovation",,,"United Kingdom","79620000 ",,coreservices@uksbs.co.uk,"Polaris House,North Star Avenue",,SWINDON,SN21FF,England,,www.uksbs.co.uk,"Redacted Contract.pdf RM6160 - CS22094-004_redacted.pdf RM6277 Variation - CS22094-005 - Fully Signed_redacted.pdf ",,,28/02/2022,31/03/2025,14/02/2022,NO,,No,No,No,Services,489277.12,,14/02/2022,489277.12,"[Computer Futures (a trading division of SThree Partnership LLP)|1st Floor, 75 King William Street, London EC4N 7BE|COMPANIES_HOUSE|OC387148|Yes|No]",,28/02/2022,31/03/2025,"CallOffFromFrameworkAgreement ",,16:00
"Greater Cambridge Partnership A506 City Access Making Connections",Contract,"Cambridgeshire County Council",Awarded,2024-03-06T14:21:58Z,"GCP A506 City Access Making Connections","This was an award from Cambs County Council Joint Professional Services Framework to Atkins for consultancy support to the delivery of the Making Connections programme",,,"East of England","71311210 ","Karen Griggs",karen.griggs@cambridgeshire.gov.uk,"Mandela House","4 Regent Street","Cambridge, UK","CB2 1BY","United Kingdom","01223 699154",,,,,14/02/2022,31/07/2022,13/02/2022,NO,,Yes,Yes,No,Works,496947,,13/02/2022,496947,"[Atkins|12-16 Addiscombe Road
Croydon
CR0 0XT|COMPANIES_HOUSE|00688424|No|No]",,14/02/2022,31/07/2022,"CallOffFromFrameworkAgreement ",,00:00
DERBSCC001-DN712436-51620097,Contract,"Derbyshire County Council",Awarded,2024-02-22T11:20:14Z,"CT2111 Supply of P50 Fire Extinguishers","Supply of P50 Fire Extinguishers.",,,"East Midlands","35111300 ",,procurement.supportteam@derbyshire.gov.uk,"County Hall",,Matlock,"DE4 3AG",England,,http://www.derbyshire.gov.uk/,,,,14/02/2022,13/02/2026,12/02/2022,NO,,Yes,No,No,Products,25000,25000,13/02/2022,25000,"[Tower Fire Ltd|TOWER BUSINESS CENTRE - HIRWAUN IND ESTATE,
HIRWAUN
Mid Glamorgan
CF44 9UP|NONE||Yes|No]",,14/02/2022,13/02/2026,"Other ",,23:59
WARRINGTONLIVE001-DN574299-41430791,Contract,"Warrington Borough Council",Awarded,2024-02-12T15:02:03Z,"Electoral Services Print Service","Print supplier to provide elections and electoral registration printed materials in an efficient and professional manner with an end product that is expertly produced and will provide best value.

The Council area consists of 2 Parliamentary Constituencies - Warrington North and Warrington South, 22 Borough Wards, 18 Parish Councils with 42 Parish Wards. Warrington is within the Cheshire Police and Crime Commissioner Area.

The Councils election cycle is all out Borough and Parish elections every 4 years and the next all out elections are scheduled for 2024

The contract will initially be for a period of 5 years with the potential for 5 further extensions of 1 year",,,England,"22000000 ","Kathy Lang",klang@warrington.gov.uk,"New Town House","Buttermarket Street",Warrington,"WA1 2NH",England,"'+44 1925443905",http://www.warrington.gov.uk/,,"https://procontract.due-north.com/Advert?advertId=f1309633-b026-ec11-810e-005056b64545 ",,28/02/2022,27/02/2027,08/11/2021,YES,WARRINGTONLIVE001-DN574299-41524612,Yes,Yes,No,Products,800000,800000,14/02/2022,800000,"[Print Image Network Ltd|SK4 1AS|NONE||Yes|No]",,28/02/2022,27/02/2027,"Open ",,12:00
PROC-4869,Contract,"High Peak Borough Council & Staffordshire Moorlands District Council",Awarded,2024-01-18T15:22:01Z,"P4869 Glossop Town Hall and Municipal Building Sash Window Refurbishment & Clock Tower Works","High Peak Borough Council are inviting tenders from suitably experienced contractors to complete brought forward works to the Glossop halls project public building refurbishment in the Centre of Glossop Town Centre. The wider project procurement of main contractor is currently in progress, the Council in addition is looking to tender and appoint either one or two contractors (one for both lots or, separate contractor for either lot) to commence works in the New Year. 

The works include refurbishment works of the existing; 
• Lot 1 - Municipal Building - Refurbishment of sash windows 
• Lot 2 - Town Hall - Sash window refurbishment, clock tower repairs/refurbishment and secrete guttering alterations. 

The contract and works itemised in the ITT documents are required to be fully completed and invoiced on or before the 31st March 2022 as part of the D2N2 grant funding agreement. 

This exercise is being managed through the Council's Electronic tendering system Proactis. To Register an Interest and submit a tender for this opportunity please click on the link below,

You will need to register or log in (if you have already registered). If you have any queries or need assistance please contact us.

Reference: PROC-4869

Closing date for tenders is by 12:00 noon on 19 January 2022",,,"East Midlands","50000000 ",,procurement@highpeak.gov.uk,"Town Hall",,Buxton,SK176EL,England,"0345 129 77 77",www.highpeak.gov.uk,,"https://supplystokeandstaffs.proactishosting.com ",,01/02/2022,31/03/2022,19/01/2022,NO,,Yes,No,No,Works,100000,,17/02/2022,119290,"[Hankinson Ltd|2 Ivy Street 
Birkenhead 
CH41 5EF|NONE_OTHER||No|No]",,17/02/2022,31/03/2022,"OpenNonOJEU ",,12:00
PROC-4868,Contract,"High Peak Borough Council & Staffordshire Moorlands District Council",Awarded,2024-01-18T15:06:11Z,"P4868 Glossop Municipal Buildings Heating System Replacement","High Peak Borough Council wish to invite suitable contractors to tender for the Replacement heating system at Glossop Municipal Buildings, Glossop Derbyshire. 

The scope of requirements relates to the replacement of the Boilers and associated plant serving the Municipal Building and upgrading of the heating installation. 

The close of tender applications will be by 12 noon on Thursday 23rd December 2021. 
This exercise is being managed through the Council's Electronic tendering system ProContract. To Register an Interest and submit a tender for this opportunity please click on the link below:

Project reference number DN584288

You will need to register or log in (if you have already registered). If you have any queries or need assistance please contact us.

Reference: PROC-4868",,"SK13 8AF",,"50000000 ",,procurement@staffsmoorlands.gov.uk,"Town Hall",,Buxton,SK176EL,England,"0345 129 77 77",www.highpeak.gov.uk,,"https://procontract.due-north.com/Advert?advertId=b0b4a4a3-084e-ec11-810e-005056b64545&p=08c1102f-61ba-e711-80e6-005056b64545 ",,17/01/2022,31/03/2022,23/12/2021,NO,,Yes,No,No,Works,200000,,17/02/2022,182918,"[Phoenix Gas|Furlong Road 
Tunstall 
Stoke on Trent 
Staffs 
ST6 5UD|NONE_OTHER||No|No]",,17/02/2022,31/03/2022,"OpenNonOJEU ",,12:00
