"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
CCCC22A09.,Contract,"Crown Commercial Service",Awarded,2022-08-15T15:14:57+01:00,"Provision of OGP OPE Programme","The OPE Programme is a pioneering initiative delivered by OGP in collaboration with the LGA. The programme channels funding and practical and technical support through local authorities to deliver collaborative property-focused projects with central government and other partners. The OGP and LGA collaboration is critical to the programme's credibility, influence and impact with local government, and supports the development of central government policy that tackles cross-public sector property issues.",,,London,"72224000 ","Crown Commercial Service on behalf of Cabinet Office : Cabinet Office",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"CCCC22A09 - Award Letter v1.1 redacted.docx CCCC22A09 Attachment 5 - Terms and Conditions v1.0 redacted.docx ",,,01/07/2022,30/06/2025,30/06/2022,NO,,No,No,No,Services,5337210,,09/08/2022,5683872,"[IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT|Smith Square SW1P 3HZ London England|NONE||Yes|No]",,09/08/2022,30/06/2025,"Other Call-Off",,00:00
CF-0283400D8d000003VQwdEAG,Contract,Defra,Awarded,2024-04-16T15:07:01+01:00,"Project Management - Critical Works Programme - Science Estate","Supply of Project Management services for the Critical works programme",,"KT15 3NB",London,"98110000 ","Ben Rawlings",ben.rawlings@defra.gov.uk,"Woodham Lane",,Addlestone,"KT15 3NB",UK,07468701506,,,,,15/08/2022,30/08/2024,01/08/2022,NO,,No,No,No,Services,1500000,1500000,12/08/2022,1500000,"[Norman Rourke Pryme|57 Webber Street SE1 0RF|NONE||Yes|No]",,15/08/2022,30/08/2024,"CallOffFromFrameworkAgreement ",,12:00
CF-2293400D0O000000rwimUAA,Contract,"Guy's and St Thomas' NHS Foundation Trust",Awarded,2024-04-08T11:37:43+01:00,"Q1293 Ventilation performance checks","Q1293 Ventilation performance checks",,"SE1 9RT","Any region","71315410 ","Emilie Barber",emilie.barber@gstt.nhs.uk,"Great Maze Pond",,London,"SE1 9RT","United Kingdom","020 7188 9397",,,,,09/08/2022,09/11/2022,08/08/2022,NO,,Yes,No,No,Works,63889.84,63889.84,09/08/2022,63889.84,"[Air Projects Ltd|4 Swanbridge Industrial Park
Black Croft Road
Witham
Essex CM8 3YN|NONE||Yes|No]",,09/08/2022,09/11/2022,"CompetitiveQuotationNonOJEU ",,12:00
C506EC37-1D6E-4339-8543-2BB9655EDEE4,Contract,"London Borough of Haringey",Awarded,2024-03-18T13:42:54Z,"Adaptations - Bathroom adaptations","BATHROOM ADAPTATIONS This opportunity has been distributed on adamprocure.co.uk",,,"United Kingdom","45000000 ","Emmanuel Lamptey",LCP@haringey.gov.uk,"River Park House","225 High Road",London,"N22 8HQ","United Kingdom",,https://londonconstructionprogramme.co.uk,,"https://www.adamprocure.co.uk ",,02/08/2022,30/09/2022,27/07/2022,NO,,Yes,No,No,Works,25000,25000,11/08/2022,24475.35,"[DCK Construction Ltd|Flat 8, 630 High Road, Woodford Green, Essex, IG8 0PU|COMPANIES_HOUSE|6645493|Yes|No]",,02/08/2022,30/09/2022,"RestrictedOJEU ",,12:00
"Greater Cambridge Partnership A513 Waterbeach Railway Station",Contract,"Cambridgeshire County Council",Awarded,2024-03-06T15:54:31Z,"GCP A513 Waterbeach railway station","This was an award from Cambs County Council Joint Professional Services Framework to Atkins for management of the next stage of the Waterbeach Railway station - GRIP stage 4",,,"East of England","71311210 ","Karen Griggs",karen.griggs@cambridgeshire.gov.uk,"Mandela House","4 Regent Street","Cambridge, UK","CB2 1BY","United Kingdom","01223 699154",,,,,12/08/2022,30/03/2023,11/08/2022,NO,,Yes,Yes,No,Works,230242,,11/08/2022,230242,"[Atkins|12-16 Addiscombe Road
Croydon
CR0 0XT|COMPANIES_HOUSE|00688424|No|No]",,12/08/2022,30/03/2023,"CallOffFromFrameworkAgreement ",,00:00
2122-0465,Contract,"London Borough of Islington",Awarded,2024-01-26T17:39:23Z,"Liberator Cycle Hangars","Software as a Service (SaaS) delivery of a cycle hangar booking system. The current arrangement where officers use manual processes to manage the bike hangar rental scheme, including; multiple excel documents which is time consuming and potentially more expensive and less efficient and accurate in terms of data entry, data extraction and general management.",,"N1 2UD",,"34430000 ",,procurement@islington.gov.uk,"Town Hall",,LONDON,"N1 2UD",England,,,,,,17/11/2022,16/11/2026,17/10/2022,NO,,No,No,No,Services,150850,,11/08/2022,150850,"[Farthest Gate Limited|3rd Floor
137 Euston Road
Kings Cross
London NW1 2AA|COMPANIES_HOUSE|08054704|No|No]",,17/11/2022,16/11/2026,"CallOffFromFrameworkAgreement ",,12:00
"CS22374 - Lead Business Analyst",Contract,"UK SHARED BUSINESS SERVICES LIMITED",Awarded,2023-10-04T12:57:42+01:00,"CS22374 - Lead Business Analyst","***Please note this is an award notice, not a call for competition*** UK Research and Innovation have a requirement to bring in a Lead Business Analyst. This has been source via direct award against CCS RM6277 Non Clinical Temporary and Fixed Term Staff Framework.",,,"United Kingdom","79620000 ",,coreservices@uksbs.co.uk,"Polaris House,North Star Avenue",,SWINDON,SN21FF,England,,www.uksbs.co.uk,"CS22374-001 - Contract (Redacted).pdf RM6277 Short Order Form - Fully Signed_redacted.pdf CS22374-003 - Contract (Redacted).pdf ",,,15/08/2022,30/06/2024,11/08/2022,NO,,No,No,No,Services,289763.5,,11/08/2022,289763.5,"[SANDERSON GOVERNMENT AND DEFENCE LIMITED|First Floor, Clifton Down House 54a Whiteladies Road, Clifton, Bristol, England, BS8 2NH|COMPANIES_HOUSE|04546820|No|No]",,15/08/2022,30/06/2024,"CallOffFromFrameworkAgreement ",,16:00
BIP834232350,Contract,"Peabody Trust",Awarded,2024-01-16T16:15:04Z,"South Thamesmead Phases 2 and 3 Joint Venture Partnership","Peabody is seeking to establish a 50:50 joint venture ('JV') between Peabody and a private sector partner ('PSP') to deliver phases 2 and 3 of the South Thamesmead regeneration project, at Harrow Manorway, near Abbey Wood, SE2 9LH (the 'Development Site'). The Development Site totals circa 3.1 hectares (7.7 acres) split between a northern plot (Phase 2, c 1.7 ha (4.6 ac)) and southern plot (Phase 3, c 1.2 ha (3.1 ac)).",,,London,"45210000 ",,kishore.senathirajah@peabody.org.uk,"Minster Court","45-47 Westminster Bridge Road",London,"SE1 7JB",UK,'+442038283630,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=834232350 ",,31/03/2023,30/06/2031,09/08/2022,NO,,No,Yes,No,Works,300000000,,09/08/2022,300000000,"[Lovell Partnerships Limited|Kent House
        14 - 17 Market Place
        London
        W1W 8AJ|NONE||No|No]",,31/03/2023,30/06/2031,"Restricted ",,00:00
"GLD023 2022",Contract,"Government Legal Department",Awarded,2023-10-31T10:34:17Z,"eDisclosure Services","eDisclosure services.",,,London,"79100000 ","Daniel Paton",daniel.paton@governmentlegal.gov.uk,"102 Petty France",,London,SW1H9GL,England,"07561 807 675",,"[redacted] GLD 023 2022 eDisclosure Order Form (Contract) - Anexsys_FINAL.pdf [redacted] GLD023 2022 Call-Off Schedule 20 Specification.pdf ",,,12/05/2023,11/05/2024,11/08/2022,NO,,Yes,No,No,Services,68000,,11/08/2022,68000,"[ANEXSYS LIMITED|41 Old Street
LONDON
EC1V 9AE
GB|COMPANIES_HOUSE|05283821|Yes|No]",,12/05/2023,11/05/2024,"CallOffFromFrameworkAgreement ",,17:00
tender_255148/1105040,Contract,"Ministry of Justice",Awarded,2022-09-09T15:02:50+01:00,"Prison Operator Services Mini Competition - HMP Lowdham Grange","The Contract is for the provision of Prison Operator Services at HMP Lowdham Grange, a Category B (Training Prison) located in Nottinghamshire.  The Contractor will be responsible for the provision of a safe, decent, secure operating model and regime that specifically meets the needs of the cohort whilst providing a platform for prisoners to tackle the causes of their offending, and a better, more supportive environment for staff and prisoners to work and live in.

The Prison Operator services will include:
- Ensuring the safety and well-being of prisoners on their arrival, early days and induction period and integrating them into the environment and regime
- Delivery of Services through the identification of offending behaviours risk profiles to meet the needs of the rehabilitation cohort
- Delivery of Industries, Interventions and Prison Work, which will deliver outcomes related to effective rehabilitation
- Delivery of Education services to meets the needs of the rehabilitation cohort
- Delivery of Property and Facilities Management services, including sustainability outcomes with due regard to the environment",,"NG14 7DA","East Midlands","75231230 ","Ministry of Justice",OpCompCommercial@justice.gov.uk,"102 Petty France",,London,"SW1H 9AJ",England,,,"HMP Lowdham Grange Call-Off Contract - Schedules 11-20.zip HMP Lowdham Grange Call-Off Contract - Schedules 21-26.zip HMP Lowdham Grange Call-Off Contract - Terms and Conditions and Schedules 1-10.zip ",,,12/08/2022,15/02/2033,11/08/2022,NO,,No,No,No,Services,244000000,,12/08/2022,244000000,"[Sodexo Limited|One Southampton Row London  WC1B 5HA UK|NONE_OTHER||No|No]",,12/08/2022,15/02/2033,"CallOffFromFrameworkAgreement ",,23:59
