"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
CF-0714400D0O000000rwimUAA,Contract,"Health Education England",Awarded,2024-05-09T15:20:48+01:00,Freshdesk,"Freshdesk customer engagement suite",,"LS1 4PL","United Kingdom","72000000 ","Commercial Team",workforcecommercialteam@hee.nhs.uk,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Redacted HEE_Freshdesk_-_G-Cloud-12-Call-Off-Contract_Final.pdf ",,,02/03/2022,28/02/2025,01/03/2022,NO,,No,No,No,Services,70560,70560,04/03/2022,105840,"[Freshworks Inc.|""2950 S. Delaware Street, Suite 201

San Mateo California 94403|NONE||No|No]",,02/03/2022,28/02/2025,"CallOffFromFrameworkAgreement ",,12:00
NOTTSCC001-DN506252-10685352,Contract,"Nottinghamshire County Council",Awarded,2024-04-26T11:29:59+01:00,"Ageing Well Care Homes Framework","Nottinghamshire County Council (the Authority) is seeking to establish a framework of experienced providers of care home services (not individual care homes unless the provider operates a single care home only) to offer placements to older individuals, usually aged 65 and over, in CQC registered establishments located in Nottinghamshire (including Nottingham City).\\\\r\\r\r
The framework will be available for use by the following commissioners:\\\\r\\r\r
âââ€š¬¢	Nottinghamshire County Council\\\\r\\r\r
âââ€š¬¢	Nottingham and Nottinghamshire Clinical Commissioning Group (CCG)\\\\r\\r\r
âââ€š¬¢	Bassetlaw Clinical Commissioning Group CCG\\\\r\\r\r
""Out of County"" placements in homes operated by providers on the Framework will also be made under the terms of the Framework Agreement.\\\\r\\r\r
Bidders must have experience of delivering relevant care home services and currently be providing care home services in Nottinghamshire or have appropriate services already in development.  It is not the Authority's intention to encourage the development of additional care home provision through this project.\\\\r\\r\r
The Framework will allow the Authority to engage with suitably qualified Providers to deliver Care Home services which enable older adults to live a meaningful life in a care home.  It will cover all forms of residential care including nursing, interim, short term and respite care.\\\\r\\r\r
The process is a competitive procurement conducted in accordance with the Light Touch regime of Regulations 74-77 of the Public Contract Regulations 2015.\\\\r\\r\r
",,,"North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West","85000000 ","Catherine Flint",catherine.flint@nottscc.gov.uk,"County Hall","West Bridgford",Nottingham,"NG2 7QP","United Kingdom","'+44 1159772009",http://www.nottinghamshire.gov.uk,,"http://www.eastmidstenders.org ",,01/02/2022,31/01/2027,08/11/2021,NO,,Yes,Yes,No,Services,1000000000,,04/03/2022,1000000000,"[Anchor Hanover Group|WC1E 7HJ|NONE||No|No][Ashmere Care Homes Nottinghamshire|ng17 2ah|NONE||Yes|No][Barchester Healthcare Homes Ltd|EC2A 1AS|NONE||No|No][Beckedge Ltd|ng14 7eb|NONE||Yes|No][Beech House Carehome Worksop Limited|S81 7LL|NONE||Yes|No][HC-One limited|DL3 6AH|NONE||No|No][HC-One No.1 Limited|DL1 3BA|NONE||No|No][Burlington Care|YO15 3QY|NONE||No|No][Justcare Homes Ltd|NG19 8BB|NONE||Yes|No][Mansfield Manor Care Home|NG19 7Ad|NONE||Yes|No][OWEN & OWEN RETIREMENT DEVELOPMENTS LIMITED|NG12 1AW|NONE||Yes|No][Regal Care Trading|BR6 0SA|NONE||No|No][Runwood Homes|SS7 2QL|NONE||No|No][Wren Hall Nursing Homes|NG16 6AB|NONE||No|Yes]",,01/07/2022,30/06/2027,"Open ",,12:00
LBKING001-DN510349-41209853,Contract,"The Royal Borough of Kingston upon Thames",Awarded,2024-04-17T12:58:57+01:00,"RBK Fire Risk Assessment & Improvement Services Contract","RBK Fire Risk Assessment & Improvement Services Contract",,,"North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West","45343000 50000000 ","Bola James",bola.james@kingston.gov.uk,"Guildhall 2",,"Kingston upon Thames","KT1 1EU",England,"'+44 2085475000",http://www.kingston.gov.uk,,,,03/03/2021,29/03/2024,01/03/2021,NO,,No,No,No,Services,800000,800000,02/03/2022,800000,"[Quinn Limited|Dome House
8 Hartley Avenue Mill Hill
Middlesex
NW7 2HX|NONE||No|No]",,16/03/2022,16/03/2025,"Other ",,23:59
"Tender Reference Number: 5167/06/2021",Contract,"Department for Energy Security & Net Zero",Awarded,2022-04-06T17:15:59+01:00,"Supplier for Green Heat Network Fund","The Department for Business, Energy, and Industrial Strategy (BEIS) has completed the procurement,  for the procurement of a grant administrator / delivery partner for the a financial support scheme, know as the Green Heat Network Fund (GHNF) a targeted financial grants scheme to enable transition of new and existing heat networks to low carbon technologies.  . 

GHNF aims to incentivize the transition to low carbon heat sources for existing and new heat networks, whilst stimulating the increase deployment of low carbon technologies at scale. In addition, GHNF will help prepare the heat networks market for future low carbon regulation and ensure compliance with existing regulations.",,,"United Kingdom","66122000 ","Michael O'Neill",michael.oneill@energysecurity.gov.uk,"3-8 Whitehall place",,London,SW1A2EG,England,,,,,,07/03/2022,30/06/2028,09/09/2021,NO,,Yes,No,No,Services,14827761,,01/03/2022,14827761,"[Triple Point Investment Management LLP|1 King William St, London EC4N 7AF|COMPANIES_HOUSE|OC321250|Yes|No]",,07/03/2022,30/06/2028,"CallOffFromDynamicPurchasingSystem ",,17:00
DN669650,Contract,"Torbay Council",Awarded,2023-05-11T09:02:46+01:00,"Station Square - Stage 4 Design Services","Design development and technical services to RIBA Stage 4 inclusive, Station Square Public Realm.
Update - Re-instructing the design team to review/update the Station Square layout. This requirement has arisen due to the proposed changes to Torbay Road and Hyde Road.
Extension approved",,,"South West","45111291 ","Commercial Services",Commercial.Services@torbay.gov.uk,"TOWN HALL,CASTLE CIRCUS",,TORQUAY,TQ13DR,England,"01803 208391",,,,,04/03/2022,17/03/2023,03/03/2022,NO,,No,No,No,Services,240218,,03/03/2022,240218,"[WARD WILLIAMS ASSOCIATES LLP|COMPASS HOUSE,TRURO BUSINESS PARK
TRURO
CORNWALL
TR4 9LD
GB|COMPANIES_HOUSE|OC401502|No|No]",,04/03/2022,17/03/2025,"Other Direct Award via Waiver process",,17:00
GATC/PCR/AWARD/0015,Contract,"Great Aycliffe Town Council",Awarded,2024-04-09T16:08:37+01:00,"Electricity supply to the Oak Leaf Sports Complex","Market testing undertaken via Durham County Council Procurement Department. Contract set up with Durham County Council's electricity supplier annually.",,"DL5 6QZ",,"09310000 ","Tracey Woodhead",tracey.woodhead@great-aycliffe.gov.uk,"Council Offices","School Aycliffe Lane","NEWTON AYCLIFFE","DL5 6QF",England,"01325 300 700",www.great-aycliffe.gov.uk,,,,01/04/2022,31/03/2023,01/03/2022,NO,,No,No,No,Products,49410,,01/03/2022,49410,"[EDF ENERGY LTD|90 Whitfield Street, London, England, W1T 4EZ|COMPANIES_HOUSE|02228297|No|No]",,01/04/2022,31/03/2023,"OpenNonOJEU ",,00:00
GATC/PCR/AWARD/0014,Contract,"Great Aycliffe Town Council",Awarded,2024-04-09T15:59:51+01:00,"Gas supply to the Oak Leaf Sports Complex","Market testing undertaken via Durham County Council Procurement Department. Contract set up with Durham County Council's gas supplier on an annual basis.",,"DL5 6QZ",,"09121200 ","Tracey Woodhead",tracey.woodhead@great-aycliffe.gov.uk,"Council Offices","School Aycliffe Lane","NEWTON AYCLIFFE","DL5 6QF",England,"01325 300 700",www.great-aycliffe.gov.uk,,,,01/04/2022,31/03/2023,01/03/2022,NO,,Yes,No,No,Products,27008,,01/03/2022,27008,"[CORONA ENERGY LTD|Building 2 Level 2, Croxley Park, Watford, United Kingdom, WD18 8YA|COMPANIES_HOUSE|03241012|No|No]",,01/04/2022,31/03/2023,"OpenNonOJEU ",,00:00
2122-0275,Contract,"London Borough of Islington",Awarded,2024-01-26T15:35:44Z,"Commercial & Domestic Waste and Street  Cleansing Management System","To Deliver an asset management system to manage the administration and delivery of waste and street cleansing services across the Council.
Provision of an integrated cloud-based system to manage the operational and management requirements for domestic and commercial waste and street cleansing operations and ongoing support for 2 years, plus option to extend for two further periods of 12 months.",,"N1 2UD",,"63000000 72222300 90500000 ",,procurement@islington.gov.uk,"Town Hall",,LONDON,"N1 2UD",England,,,,,,07/03/2022,06/03/2024,07/02/2022,NO,,No,No,No,Services,473725,,01/03/2022,473725,"[Yotta Limited|6 Oxford Industrial Park,
 Mead Road, 
Yarnton, 
Kidlington, 
OX5 1QU|COMPANIES_HOUSE|01987036|No|No]",,07/03/2022,06/03/2024,"CallOffFromFrameworkAgreement ",,12:00
"2122- 0278H",Contract,"London Borough of Islington",Awarded,2024-01-26T15:00:28Z,"IDOX directory Local Business  Construction directory addition","To incorporate a new Local Business construction directory within the 
main IDOX directory. The purpose of the contract is to host a Construction Directory on the current directory hub, with the aim of expanding the directory to include other sectors. The functionality of the current directory hub is suitable for the Construction Directory and is more cost effective and will enable residents and businesses in the borough to  access the service.",,"N1 2UD",,"43000000 44000000 45000000 50000000 51000000 ",,procurement@islington.gov.uk,"Town Hall",,LONDON,"N1 2UD",England,,,,,,07/03/2022,07/06/2022,07/02/2022,NO,,No,No,No,Services,10125,,01/03/2022,10125,"[Idox Software Ltd|Arlington Business Park 
Theale 
RG7 4SA|COMPANIES_HOUSE|02933889|No|No]",,07/03/2022,07/06/2022,"CallOffFromFrameworkAgreement ",,12:00
2021-0017-1,Contract,"London Borough of Islington",Awarded,2024-01-26T14:02:53Z,"Capita One Education Software Maintenance","Software Materials Licence and Software Maintenance.
The system (Capita ONE) underpins council statutory functions within Children's Services. It stores sensitive information about Islington pupils, their Education history and details of any involvement from Pupil Services. Therefore it would be a high risk to the council to continue with an un-supported system",,"N1 2UD",,"48000000 72267000 ",,procurement@islington.gov.uk,"Town Hall",,LONDON,"N1 2UD",England,,,,,,01/04/2021,31/03/2022,01/03/2021,NO,,No,No,No,Services,95584.57,,02/03/2022,95584.57,"[Capita Business Services Ltd|65 Gresham Street, 
London,
 England, 
EC2V 7NQ|COMPANIES_HOUSE|02299747|No|No]",,01/04/2021,31/03/2022,"CallOffFromFrameworkAgreement ",,12:00
tender_417488/1316721,Contract,"DVSA - Driver and Vehicle Standards Agency",Awarded,2024-02-21T13:24:22Z,"CORTE Membership 2022-26","This is an annual membership fee to CORTE which is a European enforcement working group. This has been put in place to cover payments for the next 4 years.",,,"Any region","79980000 ",,commercialenquiries@dvsa.gov.uk,"Berkeley House",,Bristol,"BS5 0DA",England,,,,,,01/03/2022,28/02/2026,16/02/2022,NO,,No,No,No,Services,16419.71,,01/03/2022,16419.71,"[Confederation of Organisations in Road Transport Enforcement (CO|Rue des Deux Eglises 37, Bruxelles, Belgium|NONE_OTHER||No|No]",,01/03/2022,28/02/2026,"SingleTenderActionNonOJEU ",,11:00
WOKHM001-DN710594-59402517,Contract,"Wokingham Borough Council",Awarded,2024-02-09T14:38:38Z,"School Nursing Contract Healthy Child","School Nursing Contract Healthy Child",,,"North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West","33752000 ","Areej Shabaa",Areej.shabaa@wokingham.gov.uk,"Civic Offices","Shute End",Wokingham,"RG40 1BN","United Kingdom",,http://www.wokingham.gov.uk,,,,01/04/2022,31/03/2026,01/02/2022,NO,,Yes,No,No,Services,602000,602000,01/03/2022,660200000,"[Berkshire Healthcare NHS Foundation Trust|3Rd Floor Fitzwilliam House, Skimped Hill Lane, Bracknell RG12 1BQ|NONE||No|No]",,01/04/2022,31/03/2026,"Open ",,12:00
CF-0226800D8d000003VQwdEAG,Contract,NE,Awarded,2024-01-23T15:19:40Z,"ESRI ArcGIS Hub Premium licences","ESRI ArcGIS Hub Premium licences",,,"Any region","48326000 ","Amanda Allen",amanda.allen@environment-agency.gov.uk,"17 Smith Square",,London,"SW1P 3JR",UK,,,,,,01/03/2022,29/02/2024,28/02/2022,NO,,No,No,No,Products,19950,0,01/03/2022,19950,"[ESRI (UK) Limited|Millennium House
65 Walton Street
Aylesbury
Buckinghamshire HP21 7QG|NONE||No|No]",,01/03/2022,29/02/2024,"CallOffFromFrameworkAgreement ",,12:00
PROC-4871,Contract,"High Peak Borough Council & Staffordshire Moorlands District Council",Awarded,2024-01-18T15:10:31Z,"P4871 Fire Systems upgrades Sheltered Housing","High Peak Borough Council wish to invite suitable contractors to undertake a project of replacing and upgrading the fire alarms to various sheltered housing blocks across the Borough which is part of the Council's portfolio of Council Accommodation. 

Immediately three sheltered housing blocks have been highlighted as urgent and must be carried out before the end of March 2022. The remaining program will be completed in the 2022 to 2023 financial year.

This exercise is being managed through the Council's Electronic tendering system Proactis. To Register an Interest and submit a tender for this opportunity please click on the link below,

Project reference number DN586191

https://supplystokeandstaffs.proactishosting.com

You will need to register or log in (if you have already registered). If you have any queries or need assistance please contact us.

Reference: PROC-4871

Closing date for tenders will be by noon on Monday 17 January 2022",,,"East Midlands","50000000 ",,procurement@highpeak.gov.uk,"Town Hall",,Buxton,SK176EL,England,"0345 129 77 77",www.highpeak.gov.uk,,"https://supplystokeandstaffs.proactishosting.com ",,01/02/2022,31/03/2023,17/01/2022,NO,,Yes,No,No,Works,100000,,01/03/2022,149704,"[Independent testing company|26, Elmton Road Creswell Notts. S80 6EF|NONE_OTHER||Yes|No]",,01/03/2022,30/04/2023,"OpenNonOJEU ",,12:00
PROC-4655,Contract,"High Peak Borough Council & Staffordshire Moorlands District Council",Awarded,2024-01-18T13:57:38Z,"P4655 Buxton and High Peak Golf Course Creation of 14th and 15th tee and associated landscaping","High Peak Borough Council wish to appoint a suitably experienced contractor, specifically specialising in Golf Course ground and landscaping works. The appointment is for a Construction contract for the completion of a new 14th and 15th tee including course modifications and associated landscaping at the Buxton and High Peak Golf Course to enable the HIF funded new road roundabout highway development to be completed.

This exercise is being managed through the Council's Electronic tendering system Proactis. To Register an Interest and submit a tender for this opportunity please click on the link below:

Project reference number DN535749

You will need to register or log in (if you have already registered). If you have any queries or need assistance please contact us.

Reference: PROC-4655
Closing date and time: Friday 11th June 2021 by 12:00 noon

Contact HPBC Procurement team by email procurement@highpeak.gov.uk",,,"East Midlands","45000000 ",,procurement@staffsmoorlands.gov.uk,"Town Hall",,Buxton,SK176EL,England,"0345 129 77 77",,,"https://supplystokeandstaffs.proactishosting.com ",,06/09/2021,30/11/2021,11/06/2021,NO,,Yes,No,No,Works,0,,01/03/2022,235000,"[Mallisons (Ormskirk) Ltd|LATHOM VALE
VALE LANE
LATHOM
ORMSKIRK
L40 6JH|NONE_OTHER||No|No]",,06/09/2021,31/07/2022,"OpenNonOJEU ",,12:00
"GEN_22_115 End User Compute Management",Contract,"National Audit Office",Awarded,2023-03-20T17:20:37Z,"GEN_22_115 End User Compute Management","National Audit Office awarded a contract to  Sundown Solutions Limited through the Crown Commercial Services G-Cloud 12 Framework Agreement (RM1557.12) .

The selected supplier Sundown Solutions Limited  will be providing Day to day management of the Windows operating system and application packages for client devices.

The contract with Sundown Solutions Limited will run for a initial 1 year  from 1 April 2022 until 31 March 2023 with a optional extension period of 2 periods of up to 12 months each until 31 March 2025.

As of December 2023. it was agreed to extend the contract with Sundown Solutions Limited for 9 months from Monday 1 April 2024 until Tuesday 31 December 2024.",,,"United Kingdom","72611000 ","ima orosei",NAO.Procurement@nao.org.uk,"157-197 Buckingham Palace Road",,LONDON,SW1W9SP,England,"44 20 7798 5343",,,,,01/04/2022,31/03/2023,01/02/2022,NO,,No,No,No,Services,1000000,,01/03/2022,1000000,"[SUNDOWN SOLUTIONS LIMITED|MOORSIDE HOUSE BURNLEY ROAD,ALTHAM
ACCRINGTON
Lancashire
BB5 5TZ
GB|COMPANIES_HOUSE|06988701|No|No]",,01/04/2022,31/03/2023,"CallOffFromFrameworkAgreement ",,12:00
tender_287609/1069603,Contract,"Ministry of Justice",Awarded,2022-05-11T12:08:58+01:00,"Contract Award","The requirements at Her Majesty's Prison and Young Offenders Institution HMP & YOI Styal for
pregnancy and Mother and Baby Unit Services during the custodial period, prior and immediately
following release.
The primary aim is to support pregnant women, mothers, babies and through the provision of nursery
services for the babies and general support of Mothers and pregnant women to actively engage with
their parental responsibility in custody and enable them to access appropriate support in their
communities.
Strategic Aims
The strategic aims of the service are:
- To prevent separation between mothers and babies eligible for an MBU placement where this is in the
best interests of the child, which in turn reduces the risk of reoffending and the resulting social
economic impact
- To identify and respond to individual needs of pregnant women, mothers and babies, including any
barriers for specific groups in relation to protected characteristics
- To promote and support mothers in their parental responsibility, by delivering routine and targeted
parenting support and guidance
- To enable pregnant women and mothers to continue to engage with the prison regime whilst caring
for their children, including contributions to wider care planning and information sharing and recording
in relation to women's progress
- To raise awareness and support prison staff to deliver effective support to pregnant women and
mothers when in custody
- Ensure the safeguarding and wellbeing of pregnant women, mothers and babies
- ensure liaison and engagement with community support services such as healthcare services and
children's services and continuity of this on release",,"SK9 4HR","North East","75231210 ",,moJCommercialReset@justice.gov.uk,"3rd Floor, NMS Redfern Building, Dantzic Street,",,Manchester,"M60 0AE",England,,,"REDACTED2 Contract -Call-Off Contract-Mother and Baby HMP Styal-Final.pdf ",,,01/04/2022,31/03/2025,07/01/2022,YES,tender_287609/1015346,Yes,Yes,No,Services,0,0,03/03/2022,0,"[Action for Children|3 The Boulevard, Ascot Road, Watford, Hertfordshire, WD18 8AG, UNITED KINGDOM|NONE_OTHER||No|No]",,01/04/2022,31/03/2025,"CallOffFromDynamicPurchasingSystem ",,10:00
tender_287609/1069650,Contract,"Ministry of Justice",Awarded,2022-05-11T12:07:57+01:00,"Contract Award","The requirements at Her Majesty's Prison and Young Offenders Institution HMP New Hall  for
pregnancy and Mother and Baby Unit Services during the custodial period, prior and immediately
following release.
The primary aim is to support pregnant women, mothers, babies and through the provision of nursery
services for the babies and general support of Mothers and pregnant women to actively engage with
their parental responsibility in custody and enable them to access appropriate support in their
communities.
Strategic Aims
The strategic aims of the service are:
- To prevent separation between mothers and babies eligible for an MBU placement where this is in the
best interests of the child, which in turn reduces the risk of reoffending and the resulting social
economic impact
- To identify and respond to individual needs of pregnant women, mothers and babies, including any
barriers for specific groups in relation to protected characteristics
- To promote and support mothers in their parental responsibility, by delivering routine and targeted
parenting support and guidance
- To enable pregnant women and mothers to continue to engage with the prison regime whilst caring
for their children, including contributions to wider care planning and information sharing and recording
in relation to women's progress
- To raise awareness and support prison staff to deliver effective support to pregnant women and
mothers when in custody
- Ensure the safeguarding and wellbeing of pregnant women, mothers and babies
- ensure liaison and engagement with community support services such as healthcare services and
children's services and continuity of this on release",,"WF4 4XX","North East","75231210 ",,moJCommercialReset@justice.gov.uk,"3rd Floor, NMS Redfern Building, Dantzic Street,",,Manchester,"M60 0AE",England,,,"REDACTED2 Annex G-Call-Off Contract-Mother and Baby HMP New Hall-Final.pdf ",,,01/04/2022,31/03/2025,07/01/2022,YES,tender_287609/1015726,Yes,Yes,No,Services,0,0,03/03/2022,0,"[Action for Children|3 The Boulevard, Ascot Road, Watford, Hertfordshire, WD18 8AG, UNITED KINGDOM|NONE_OTHER||No|No]",,01/04/2022,31/03/2025,"CallOffFromDynamicPurchasingSystem ",,10:00
tender_287609/1069655,Contract,"Ministry of Justice",Awarded,2022-05-11T12:06:37+01:00,"Contract Award","The requirements at Her Majesty's Prison and Young Offenders Institution HMP Askham Grange  for
pregnancy and Mother and Baby Unit Services during the custodial period, prior and immediately
following release.
The primary aim is to support pregnant women, mothers, babies and through the provision of nursery
services for the babies and general support of Mothers and pregnant women to actively engage with
their parental responsibility in custody and enable them to access appropriate support in their
communities.
Strategic Aims
The strategic aims of the service are:
- To prevent separation between mothers and babies eligible for an MBU placement where this is in the
best interests of the child, which in turn reduces the risk of reoffending and the resulting social
economic impact
- To identify and respond to individual needs of pregnant women, mothers and babies, including any
barriers for specific groups in relation to protected characteristics
- To promote and support mothers in their parental responsibility, by delivering routine and targeted
parenting support and guidance
- To enable pregnant women and mothers to continue to engage with the prison regime whilst caring
for their children, including contributions to wider care planning and information sharing and recording
in relation to women's progress
- To raise awareness and support prison staff to deliver effective support to pregnant women and
mothers when in custody
- Ensure the safeguarding and wellbeing of pregnant women, mothers and babies
- ensure liaison and engagement with community support services such as healthcare services and
children's services and continuity of this on release",,"YO23 3FT","North East","75231210 ",,moJCommercialReset@justice.gov.uk,"3rd Floor, NMS Redfern Building, Dantzic Street,",,Manchester,"M60 0AE",England,,,"REDACTED2 Annex G-Call-Off Contract-Mother and Baby HMP Askham Grange-Final.pdf ",,,01/04/2022,31/03/2025,07/01/2022,YES,tender_287609/1015727,Yes,Yes,No,Services,0,0,03/03/2022,0,"[Action for Children|3 The Boulevard, Ascot Road, Watford, Hertfordshire, WD18 8AG, UNITED KINGDOM|NONE_OTHER||No|No]",,01/04/2022,31/03/2025,"CallOffFromDynamicPurchasingSystem ",,10:00
"YPO - Spirit",Contract,"Yorkshire Purchasing Organisation",Awarded,2023-12-22T14:40:14Z,"Spirit Contract","This is the procurement for YPO for a CRM and e-commerce platform.",,"WF2 0XE",,"48445000 ","Contracts Team",contracts@ypo.co.uk,YPO,"Kenmore Road",WAKEFIELD,WF20XE,England,01924664685,,,,,01/03/2022,01/03/2022,01/02/2022,NO,,Yes,Yes,No,Services,200000,,01/03/2022,200000,"[THE EDUCATION COMPANY LIMITED|Denne Court,Hengist Field, Borden
SITTINGBOURNE
Kent
ME9 8LT
GB|COMPANIES_HOUSE|02651241|Yes|No]",,01/03/2022,01/03/2022,"SingleTenderActionNonOJEU ",,12:00
CF-2024700D0O000000rwimUAA,Contract,"London Ambulance Service NHS TTrust",Awarded,2023-11-21T13:37:47Z,"Internet Connections for New Site","Call-off for New Internet Connections under Pan London ICT Framework",,"SE1 8SD",London,"72400000 ","P Candler",p.candler@nhs.net,"220 Waterloo Road",,London,"SE1 8SD",UK,,,,,,01/05/2022,01/05/2027,01/04/2022,NO,,No,No,No,Products,175904.2,175904.2,03/03/2022,175904.2,"[BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY|1 Braham Street E1 8EE|NONE||No|No]",,01/05/2022,01/05/2027,"CallOffFromFrameworkAgreement ",,12:00
RM6223,Contract,"Crown Commercial Service",Awarded,2022-04-08T11:49:59+01:00,"Major Projects Leadership Academy (MPLA), Orchestrating Major Projects (OMP) & Optional Services","The Cabinet Office, represented by the Infrastructure and Projects Authority IPA (the ""Authority""), has established a contract for the continued provision of the Major Projects Leadership Academy (the ""MPLA"") and Orchestrating Major Projects (""OMP"") programmes and other services. The Supplier is required to refresh the design, format and curriculum of the MPLA and OMP and to deliver the programmes and any other services as directed by the Authority, throughout the duration of the Contract.

Acting on behalf of IPA, Crown Commercial Service (CCS) is acting as IPA's Agent.

This procurement is conducted under the Light Touch Regime ('LTR') and is therefore subject to limited regulation. It is conducted in accordance with regulations 74 to 76 of PCR 2015, and relates to the education and training services which are listed in Schedule 3 of the Public Contracts Regulations 2015 (PCR) 2015 as a specific service.",,,"United Kingdom","80420000 80500000 ","Infrastructure and Projects Authority (IPA) and Crown Commercial Services (CCS) acting as it's Agent",supplier@crowncommercial.gov.uk,"1 Horse Guards",,London,"SW1A 2HQ",England,,,"RM6223 MPLA Contract REDACTED (1).docx RM6223 MPLA Contract Schedules REDACTED (1).docx Transparency Covering Letter (3) (1).docx Transparency Agenda - How CCS Approaches Redaction V2.0 (2).docx RM6223 MPLA Contract Schedule 2.1 Specification of Services Annex 1.pdf ","https://www.find-tender.service.gov.uk/Notice/009731-2022 ",,05/04/2022,04/04/2029,10/08/2021,NO,,Yes,No,No,Services,31000000,,01/03/2022,31000000,"[Oxford Saïd Business School Limited|University Offices, Wellington Square, Oxford, Oxon, OX1 2JD|COMPANIES_HOUSE|2904348|Yes|No]",,05/04/2022,04/04/2029,"OpenOJEU ",,15:00
