"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
HMLR700613,Contract,"HM Land Registry",Awarded,2022-06-21T14:14:40+01:00,"Gateway SMS Messaging Service","Year 1 extension taken up - amended expiry date to reflect 

Gateway SMS Messaging Service purchased under CCS Framework GCloud 12, lot no. 2 (Cloud software)",,,"England,Wales","64212100 ","Jessie Wellington",Jessie.Wellington@landregistry.gov.uk,"HM Land Registry","PO Box 292",PLYMOUTH,"PL5 9BY",England,07828929015,,,,,01/07/2022,30/06/2024,25/01/2022,NO,,No,No,No,Services,47000,150000,17/06/2022,150000,"[INFOBIP LTD|5th Floor 
35-38 New Bridge Street,
LONDON,
EC4V 6BW|NONE_OTHER||No|No]",,01/07/2022,30/06/2025,"CallOffFromFrameworkAgreement ",,17:00
RM6229.,Contract,"Crown Commercial Service",Awarded,2024-05-03T13:58:25+01:00,"Permanent Recruitment  2 - Lot 2","Crown Commercial Service, as the Authority, has put in place an agreement for the provision of Permanent Recruitment Services for use by Central Government and UK public sector bodies. This is the replacement agreement for RM6002 Permanent Recruitment Solutions and supports the hiring needs of UK central government departments including arms-length bodies (ALBs) and all other public sector bodies across the wider public sector.
Permanent Recruitment 2 will provide permanent and supporting services including, but not limited to,
• Clinical recruitment
• General recruitment
• Recruitment process outsourcing (RPO)
• Talent mapping
• Testing and assessment centres
• Technology services
• International recruitment

Lot 2 General Recruitment (Non Clinical)
The successful framework suppliers are expected to provide core and noncore
services
Core Services
• Customer planning
• Candidate identification and attraction
• Candidate assessment and evaluation
• Offer and appointment
Non-Core Services
• Strategy and planning
• Talent Development
• Technology services
• International recruitment
• Project RPO",,,"United Kingdom","79600000 ",,supplier@crowncommercial.gov.uk,"9th Floor, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP","United Kingdom","'+44 3454102222",,"Authorised Customer List.docx Contract Notice Transparency Information for Crown Commercial Service Framework Contract.docx RM6229 Redacted FWA.zip RM6229 Successful Suppliers Lot 2.xlsx ",,"The Framework will be established for up to 2 years with the option to extend for up to 2 periods, each of 12 months (2+1+1)

The framework is divided into 2 lots, which will be awarded separately, due to staggered expiry dates for existing arrangements. The framework will commence when Lot 1 is awarded. Lot 2 will be awarded for a shorter initial duration, so that all lots will end coterminously.

The Optional extensions have been utilised and the end date is now 28/03/2026",21/06/2022,28/03/2026,12/10/2021,NO,,Yes,No,No,Services,37500000,,21/06/2022,37500000,"[A list of successful suppliers can be found in the attachments a|A list of successful suppliers can be found in the attachments area|NONE_OTHER||Yes|No]",,21/06/2022,28/03/2026,"OpenOJEU ",,15:00
tender_432751/1342869,Contract,"Ministry of Defence",Awarded,2024-04-11T17:14:48+01:00,"Solarwinds Renewal June 2022","The support of the SolarWinds licenses which provide network and application monitoring tooling is due for renewal.",,"SN13 9NR","South West","48732000 ",,ukstratcomdd-cm-dset@mod.gov.uk,"""MoD Corsham,    B2, Building 405,    Westwells Road""",,Corsham,"SN13 9NR",England,,,,,,20/06/2022,20/06/2023,20/06/2022,NO,,Yes,No,No,Products,89446.24,,20/06/2022,89446.24,"[Computacenter (UK) Limited|Hatfield Business Park, Hatfield Ave, Hatfield, Herts, AL10 9TW|COMPANIES_HOUSE|01584718|No|No]",,20/06/2022,20/06/2023,"CallOffFromFrameworkAgreement ",,00:00
LBKING001-DN609689-10196511,Contract,"The Royal Borough of Kingston upon Thames",Awarded,2024-03-22T15:32:38Z,"Kingston Music Service Back office and CRM","Back Offiice CRM System",,,"United Kingdom","48000000 ","Ergin Rasit",ergin.rasit@kingston.gov.uk,"Guildhall 2",,"Kingston upon Thames","KT1 1EU","United Kingdom","'+44 2085475000",http://www.kingston.gov.uk,,,,19/06/2022,06/06/2025,31/05/2022,NO,,No,No,No,Products,25000,25000,18/06/2022,25000,"[SpeedAdmin ApS|Under Broen 3 DK 6400, Sonderborg, Denmark|NONE||No|No]",,19/06/2022,06/06/2025,"DirectAward ",,23:59
CF-0985300D0O000000rwimUAA,Contract,"NHS England",Awarded,2024-03-15T14:56:31Z,"Provision of Benchmarking Performance Against the Learning Disability Improvement Standards for NHS Trusts","The provision of a national programme of benchmarking organisational performance against the NHSE/I learning disability improvement standards for NHS trusts, across all English mental health, community, acute (hospital) and ambulance trusts; and independent sector providers of NHS commissioned, mental health inpatient services.

Up to 12 months extension possible.",,"LS2 7PD",England,"85100000 ","NHS England Commercial Team",england.commercialqueries@nhs.net,"Quarry House, Quarry Hill",,Leeds,"LS2 7PD",UK,,,"C81047 Benchmarking Process for NHS Trusts Contract (Final)_Redacted.pdf ",,,17/06/2022,31/03/2023,18/03/2022,NO,,No,No,No,Services,798376,798376,17/06/2022,798376,"[NHS Benchmarking Network (Hosted by East London Foundation Trust|3000 Aviator Way, Manchester Business Park, M22 5TG|NONE||No|No]",,17/06/2022,31/03/2023,"OpenOJEU ",,12:00
2122-0447,Contract,"London Borough of Islington",Awarded,2024-01-26T17:16:38Z,"iCasework case management for  councillors","Purchase and Implementation of Civica iCasework councillor case management system on request of Chief Executive. System will enable Councillors to log and track cases from members of the public and follow up with relevant internal departments to bring to successful resolution. Additional reporting features will enable the Council to easily identify problematic service areas, or ward specific issues to enable improved forward planning and engagement with its residents.",,"N1 2UD",,"48000000 ",,procurement@islington.gov.uk,"Town Hall",,LONDON,"N1 2UD",England,,,,,,31/03/2022,31/05/2024,28/02/2022,NO,,No,No,No,Services,59375,,16/06/2022,59375,"[Civica UK Limited|South Bank Central
30 Stamford Street
London
SE1 9LQ|COMPANIES_HOUSE|01628868|No|No]",,31/03/2022,31/05/2024,"CallOffFromFrameworkAgreement ",,12:00
PS21174,Contract,"UK SHARED BUSINESS SERVICES LIMITED",Awarded,2022-06-29T10:52:41+01:00,"PS21174 - Green Heat Network Fund Evaluation v2","*** THIS IS AN AWARD NOTICE, NOT A CALL FOR COMPETITION ***

This procurement is being concluded following a Mini Competition under the Crown Commercial Services RM6126 - Research & Insights DPS.",,"SW1H 0ET",,"73200000 79300000 ",,professionalservices@uksbs.co.uk,"Polaris House","North Star Avenue",SWINDON,SN21FF,England,,https://www.uksbs.co.uk/,"PS21174 - RM6126 Order Form COUNTER SIGNED_Redacted.pdf ",,,25/04/2022,31/12/2027,21/03/2022,NO,,Yes,No,No,Services,0,850000,17/06/2022,848136.27,"[RSM UK Consulting LLP|6th Floor 25 Farringdon Street, London, United Kingdom, EC4A 4AB|COMPANIES_HOUSE|OC397475|No|No]",,21/06/2022,31/12/2027,"CallOffFromDynamicPurchasingSystem ",,11:00
DERBSCC001-DN712827-90942883,Contract,"Derbyshire County Council",Awarded,2024-02-26T12:26:59Z,"CT2201 Provision of Hire and Launder of Workwear","Provision of hire and launder of workwear.",,,"East Midlands","18100000 98311200 ",,procurement.supportteam@derbyshire.gov.uk,"County Hall",,Matlock,"DE4 3AG",England,,http://www.derbyshire.gov.uk/,,,,01/07/2022,30/06/2024,15/06/2022,NO,,Yes,No,No,Services,25000,25000,16/06/2022,25000,"[Giltbrook Workwear|Manners Industrial Estate
Mercian Close
ILKESTON
DE7 8HG|NONE||Yes|No]",,01/07/2022,30/06/2026,"Other ",,23:59
"CON 2220",Contract,"UK INFRASTRUCTURE BANK LIMITED",Awarded,2022-07-14T11:51:21+01:00,"FIRE AND HEALTH & SAFETY  ASSESSMENTS","Provision of Fire Assessments, Health and Safety Training and Health and Safety Consultancy Services.",,"LS1 4DW",,"71317200 ","Procurement Team",Procurement@ukib.org.uk,"1 Embankment, Neville Street","Neville Street",Leeds,"LS1 4DW","United Kingdom",,,,,,27/06/2022,26/06/2024,01/06/2022,NO,,Yes,No,No,Services,30780,,20/06/2022,30780,"[Metro SRM LLP|8 Boundary Row
London
SE1 8HP|COMPANIES_HOUSE|OC360955|Yes|No]",,27/06/2022,26/06/2024,"CallOffFromFrameworkAgreement ",,12:00
"UK SBS UKRI CS22165 RM6160 Finance Business Partner",Contract,"UK SHARED BUSINESS SERVICES LIMITED",Awarded,2023-03-09T15:37:55Z,"CS22165 RM6160 Finance Business Partner","***Please note this is an award notice, not a call for competition*** UK Research and Innovation have a requirement to bring in a Finance Business Partner. This has been source via direct award against CCS RM6160 Non Clinical Temporary and Fixed Term Staff Framework.",,,"United Kingdom","79620000 ","Abbie Cousens",Abbie.Cousens@uksbs.co.uk,"Polaris House","North Star Avenue",SWINDON,SN21FF,England,"01793 867005",,"CS22165 - 002 - Variation Form - Countersigned REDACTED Final.pdf CS22165 - 001 - Variation Form Fully Signed Redacted Final.pdf CS22165 - 003 - RM6277 Order Form - Countersigned REDACTED Final.pdf ",,,17/06/2022,31/12/2024,21/03/2022,NO,,Yes,No,No,Services,275087.37,,17/06/2022,275087.37,"[HAYS SPECIALIST RECRUITMENT LIMITED|2Nd Floor Alan House
NW1 2AF
GB|COMPANIES_HOUSE|00975677|Yes|No]",,17/06/2022,31/12/2024,"CallOffFromFrameworkAgreement ",,12:00
