"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
NMC-0585,Contract,"Nursing And Midwifery Council",Awarded,2023-02-02T10:27:11Z,"Microsoft Dynamics 365 Managed Services","Development and support Services for the 
Nursing and Midwifery Council's (NMC's) 
Modernisation of Technology Services 
Programme (MOTS)

original notice updated to reflect extension as permitted within the contract and revised contract value (increased by £655,025 ex vat)",,"W1B 1PZ",,"72150000 ","Jaina Pankhania",jaina.pankhania@nmc-uk.org,"23 Portland Place",,LONDON,W1B1PZ,England,02076815075,,,,,01/01/2023,31/12/2024,20/12/2022,NO,,Yes,No,No,Services,3425025,,20/12/2022,3425025,"[CLOUDSOURCE LTD|Westgate House,15 Royland Road
LOUGHBOROUGH
Leicestershire
LE11 2EH
GB|COMPANIES_HOUSE|07263403|Yes|No]",,01/01/2023,31/12/2024,"CallOffFromFrameworkAgreement ",,12:00
EHDC/2023/008,Contract,"East Hampshire District Council",Awarded,2024-02-23T14:29:53Z,"Marketing the lease of One Warwick Technology Park. Joint Agency approach","Marketing the lease of One Warwick Technology Park. Joint Agency approach",,,"South East","70332000 ",,ehdc_procurement@easthants.gov.uk,"Council Offices,Penns Place",,PETERSFIELD,GU314EX,England,,,,,,20/12/2022,20/12/2023,11/12/2022,NO,,Yes,No,No,Services,50000,,20/12/2022,50000,"[Knight Frank and Avison Young Joint Agent on the scheme.|103 Colmore Row
	Birmingham,	B3 3AG,
	United Kingdom|NONE_OTHER||Yes|No]",,20/12/2022,20/12/2023,"SingleTenderActionNonOJEU ",,12:00
tender_317962/1313607,Contract,"Foreign Commonwealth and Development Office",Awarded,2024-02-16T13:59:24Z,"Independent Monitoring, Evaluation and Learning Unit for FCDO's Africa Regional Climate and Nature (ARCAN) programme","Award Notice",,"SW1A 2AH","Any region","75211200 ","Tarin Jennings",tarin.jennings@fcdo.gov.uk,"King Charles Street",,London,"SW1A 2AH",England,00,www.gov.uk/fco,"ECM 4650 ARCAN MEL Contract v1_Redacted.pdf ",,,30/12/2022,31/03/2027,04/11/2022,NO,,Yes,No,No,Services,3500000,,21/12/2022,3500000,"[Ecorys UK Ltd|Queen Elizabeth House 4 St Dunstans Hill, London, EC3R 8AD, UNITED KINGDOM|NONE_OTHER||No|No]",,30/12/2022,31/03/2027,"CallOffFromFrameworkAgreement ",,17:00
EHDC/2022/069,Contract,"East Hampshire District Council",Awarded,2024-02-12T16:03:00Z,"Business Analyst","Business Analyst",,,"South East","79000000 ",,ehdc_procurement@easthants.gov.uk,"Council Offices,Penns Place",,PETERSFIELD,GU314EX,England,,,,,,03/01/2023,02/06/2023,03/12/2022,NO,,Yes,Yes,No,Services,30375,,21/12/2022,30375,"[Precision Resource Group Ltd T/A Panoramic Associates|4th Floor, St Bartholomews Hse Lewins Mead Bristol BS1 2NH|COMPANIES_HOUSE|9573050|Yes|No]",,03/01/2023,02/06/2023,"SingleTenderActionNonOJEU ",,12:00
"2846-2022, 2895-2023",Contract,"ABT BRITAIN LIMITED",Awarded,2024-02-09T14:51:21Z,"Provision of expert and technical assistance to the GoU and regional administrations in devising and implementing recovery plans","The Project will secure well-informed advisory and coordination support to the Ministry of Community and Territorial Development (MCTD) , Kyiv City State Administration, and selected Oblast State Administrations in developing evidence-based recovery planning and analysis. At the regional level, the recovery planning support will be organised in Kyiv City as well as the Kyiv, Chernihiv, Kharkiv and Sumy oblasts, which were heavily affected by the war. The Project methodology will integrate community needs' assessments; gender equality and social inclusion; conflict sensitivity and environmental impact assessments into the advisory and capacity-building activities. 
The key output of the project is the effective identification, analysis and reporting of community reconstruction priorities which are collected from the ground up and are included in the recovery planning and resource mobilisation by local, regional and national governments in Ukraine. The project technical assistance will align with central and local governance decision making, oblasts and hromadas' governance processes to ensure that the recovery plans are locally-owned and increase transparency and accountability. Ultimately, the citizens will have a greater voice and stake in recovery planning in their areas which aligns with political devolution in Ukraine and helps strengthen the social contract and empowerment of local communities through the decentralisation reform.
The project will deliver (i) analytical support to the Ministry (MCTD), including tools for strategic planning and support the development of the regional and local Recovery Plans; (ii) draft Framework for Regional Recovery Plans in select Oblast State Administrations based on a needs assessment in the regions and information collected; (iii) capacity building and training of hromadas and regional authorities in developing the recovery plans; (iv) diagnostic report on absorption capacity gaps and concept notes on addressing legal and educational bottlenecks.",,,Ukraine,"73000000 ","Zuzanna Pogorzelska",zuzanna.pogorzelska@abtbritain.co.uk,"1 Chamberlain Square",,BIRMINGHAM,SE12RD,England,"'+44 (0)20 3874 3440",,,,,23/12/2022,31/03/2023,15/12/2022,NO,,Yes,Yes,No,Services,683302,,20/12/2022,683302,"[Centre for Economic Strategy (CES)|36D Saksaganskoho street, Kyiv, Ukraine, 02000|NONE_OTHER||Yes|No][Attorneys Association PricewaterhouseCoopers Legal|75 Zhylyanska str, Kyiv, 01032, Ukraine|NONE_OTHER||No|No]",,23/12/2022,31/03/2023,"CallOffFromFrameworkAgreement ",,18:00
CF-0230100D8d000003VQwdEAG,Contract,"Defra Commercial",Awarded,2024-01-31T08:42:07Z,"Develop a Monitoring & Evaluation Framework for the Local Air Quality Grant","Develop a Monitoring & Evaluation Framework for the Local Air Quality Grant",,,"Any region","90731100 ","Mr John Rae",john.rae@defra.gov.uk,"17 Smith Square",,London,"SW1P 3JR",GB,03459335577,,"Redacted Contract.pdf ",,,19/01/2023,15/09/2023,19/12/2022,NO,,No,No,No,Services,156000,,19/12/2022,156000,"[Ricardo-AEA Ltd|The Gemini Building, Harwell, Oxfordshire OX11 0QR|NONE||No|No]",,19/01/2023,15/09/2023,"CallOffFromFrameworkAgreement ",,08:45
CF-1241500D0O000000rwimUAA,Contract,"NHS England",Awarded,2024-01-29T13:27:17Z,"Further Competition - Senior Intervenors CYP (LOT 2) - Work Packages 2 & 3","Award of work package 2. 3x cases in East of England.",,"LS2 7UE",England,"85100000 ","NHSE Commercial Team",england.commercialqueries@nhs.net,"Quarry Hill",,Leeds,"LS2 7UE",GB,,,"Senior Intervenors Lot 2  CYPWP3 Ian Lewis (Order Form)_Redacted.pdf ",,,01/12/2022,21/08/2024,16/11/2022,NO,,No,No,No,Services,9000,25000,20/12/2022,9000,"[Monkmead Consulting Ltd|10 Castlegate
West Chiltington
West Sussex RH20 2NJ|NONE||No|No]",,01/12/2022,21/08/2024,"Other ",,12:00
CF-1235200D0O000000rwimUAA,Contract,"NHS England",Awarded,2024-01-29T13:25:19Z,"Further Competition - Senior Intervenors CYP (LOT 2) - Work Packages 2 & 3","Award of Work Package 3",,"LS2 7UE",England,"85100000 ","NHSE Commercial Team",england.commercialqueries@nhs.net,"Quarry Hill",,Leeds,"LS2 7UE",GB,,,"Senior Intervenors Lot 2 CYPWP2 Monkmead (Order Form)_Redacted.pdf ",,,01/12/2022,21/08/2024,16/11/2022,NO,,Yes,No,No,Services,9000,25000,19/12/2022,9000,"[Monkmead Consulting Ltd|10 Castlegate
West Chiltington
West Sussex RH20 2NJ|NONE||No|No]",,01/12/2022,21/08/2024,"Other ",,12:00
CF-2132600D0O000000rwimUAA,Contract,"Health Education England",Awarded,2024-01-24T15:53:55Z,"Range of education and training services relating to the Anaesthesia Workforce","A contract with the Royal College of Anaesthetists for a range of activities to facilitate delivery on the priorities and mandate deliverables of HEE in Anaesthesia and Medical Associate Professionals as outlined in the NHS Long Term Plan and People Plan.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"NHS Standard Terms and Conditions RCoAv. FINAL3_Signed_Redacted.pdf ",,,21/12/2022,20/12/2025,04/11/2022,NO,,No,No,No,Services,155000,1800000,19/12/2022,1800000,"[ROYAL COLLEGE OF ANAESTHETISTS|Churchill House
35, Red Lion Square WC1R 4SG|NONE||No|No]",,21/12/2022,20/12/2025,"Other ",,12:00
"NSDC-2022-01-Solar PV for Newark and Sherwood District Council",Contract,"Welland Procurement Unit",Awarded,2024-01-23T20:57:13Z,"Solar PV for Newark and Sherwood District Counci","Solar PV for Newark and Sherwood District Council",,"NG24 1BY",,"09331000 09332000 ",,Briony.ashton@newark-sherwooddc.gov.uk,"Castle House, Great N Rd",,Newark,"NG24 1BY",England,,,,,,19/12/2022,30/09/2023,07/06/2022,NO,,Yes,Yes,No,Services,438106.82,482123.07,19/12/2022,438106.82,"[Absolute Solar and Wind|65 Sussex Street, Glasgow, Scotland, G41 1DX|NONE_OTHER||Yes|No]",,19/12/2022,30/09/2023,"CallOffFromFrameworkAgreement ",,12:00
tender_407817/1301144,Contract,"Home Office",Awarded,2024-01-15T14:59:56Z,"project_801 - Prime Carrier Service Supplier","Prime Carrier Service Supplier",,"SW1P 4DF","Any region","32412100 ","Roger Maxwell",roger.maxwell@homeoffice.gov.uk,"2 Marsham Street",,London,"SW1P 4DF",England,,www.homeoffice.gov.uk,"PCSS signed - with redactions.zip ","https://assets.crowncommercial.gov.uk/wp-content/uploads/RM3808-Download-all-contract-terms-including-all-schedules.zip ",,20/12/2022,19/12/2027,09/12/2022,NO,,No,No,No,Services,17566976,,20/12/2022,17566976,"[British Telecommunications Plc|1 Braham, Braham Street, London, E1 8EE|NONE_OTHER||No|No]",,20/12/2022,19/12/2027,"CallOffFromFrameworkAgreement ",,13:00
QC84904,Contract,"Transport for London",Awarded,2023-09-08T09:48:13+01:00,"Provision of bus service - Route W3","Provision of bus service route W3 for 7 years. Please note, cost posted on Contracts Finder sometimes differ from those on the internet, this is due to post award negotiations.",,,London,"60112000 ","Richard Rampton",contracts.tendering@tfl.gov.uk,"197 Blackfriars Road",,LONDON,"SE1 8NJ",England,,www.tfl.gov.uk,"QC84904 - Route Agreement signature redacted.pdf QC84904 - Schedules.pdf ",,,14/10/2023,11/10/2030,08/11/2022,NO,,Yes,Yes,No,Services,6134076,6310187,20/12/2022,5734776,"[Arriva London North|203 Isledon Road
London
N7 7JR|NONE_OTHER||No|No]",,14/10/2023,11/10/2030,"CompetitiveProcedureWithNegotiationOJEU ",,12:00
SBS10166,Contract,"County Durham and Darlington NHS Foundation Trust",Awarded,2024-01-03T09:51:26Z,"Provision of a Property Management System","Synchronicity Care Limited has a requirement for a property management system for use within the Property Service Area.",,,"North East","48000000 ","Gemma Harland",gemma.harland@nhs.net,"Darlington Memorial Hospital,Hollyhurst Road",,DARLINGTON,DL36HX,England,,,,,,19/12/2022,18/12/2024,18/12/2022,NO,,Yes,No,No,Services,32909,,18/12/2022,32909,"[MICAD SYSTEMS (U.K.) LIMITED|Dairyhouse Lane, Broadheath
WA14 5UA
GB|COMPANIES_HOUSE|02121580|Yes|No]",,19/12/2022,18/12/2024,"CallOffFromFrameworkAgreement ",,12:00
"NRM2442M - AWARD",Contract,"Science Museum Group",Awarded,2023-12-15T12:02:17Z,"The National Railway Museum's Locomotion Building 2 in Shildon  - AWARD","Construction of The National Railway Museum's Locomotion Building 2 in Shildon .",,"SW7 2DD","Any region","45210000 ","Ryan Jones",Ryan.Jones@ScienceMuseum.ac.uk,"Exhibition Road","South Kensington",London,"SW7 2DD","United Kingdom",03300580058,https://www.sciencemuseumgroup.org.uk,,,,10/06/2022,31/07/2023,29/10/2021,NO,,No,No,No,Works,4200000,0,19/12/2022,6052068.02,"[Nationwide Engineering|Unit 19, The Bluestone Centre,, Sun Rise Way, Amesbury, United Kingdom, SP47YR|NONE||No|No]",,10/06/2022,31/07/2023,"Open ",,15:00
QC85202,Contract,"Transport for London",Awarded,2023-02-24T10:26:46Z,"Provision of bus service - Route U7","Provision of bus service route U7 for 7 years. Please note, costs posted on Contracts Finder sometimes differ from those on the internet, this is due to post award negotiations.",,,London,"60112000 ","Richard Rampton",contracts.tendering@tfl.gov.uk,"197 Blackfriars Road",,LONDON,"SE1 8NJ",England,,www.tfl.gov.uk,"QC85202 - Route Agreement - redacted signature version.docx QC85202 - Schedules.docx ",,,18/11/2023,15/11/2030,29/11/2022,NO,,Yes,Yes,No,Services,1528259,1552000,20/12/2022,1208614,"[Abellio West London|301 Camberwell New Road
London
SE5 0TF|NONE_OTHER||No|No]",,18/11/2023,15/11/2030,"CompetitiveProcedureWithNegotiationOJEU ",,12:00
QC85201,Contract,"Transport for London",Awarded,2023-02-24T10:18:10Z,"Provision of bus service - Route H20","Provision of bus service route H20 for 7 years. Please note, costs posted on Contracts Finder sometimes differ from those on the internet, this is due to post award negotiations.",,,London,"60112000 ","Richard Rampton",contracts.tendering@tfl.gov.uk,"197 Blackfriars Road",,LONDON,"SE1 8NJ",England,,www.tfl.gov.uk,"QC85201 - Route Agreement - Redacted signature version.docx QC85201 - Schedules.docx ",,,18/11/2023,15/11/2030,29/11/2022,NO,,Yes,Yes,No,Services,1790729,1790730,20/12/2022,1635295,"[Abellio West London|301 Camberwell New Road
London
SE5 0TF|NONE_OTHER||No|No]",,18/11/2023,15/11/2030,"CompetitiveProcedureWithNegotiationOJEU ",,12:00
