"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
C101892,Contract,"Post Office Limited",Awarded,2024-05-10T16:56:21+01:00,"Contractor services","Supply of contractor services  of all skill sets",,,"North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West,Scotland,Wales,Northern Ireland,Isle of Man,Channel Islands","79620000 ",,procurement@postoffice.co.uk,"100 wood street",,london,"ec2v 7er",England,,,,,,01/08/2022,31/07/2026,06/10/2021,NO,,No,No,No,Services,40000000,40000000,16/03/2022,40000000,"[Morson Human Resources Ltd|Centenary way|NONE||No|No]",,01/08/2022,31/07/2026,"CallOffFromFrameworkAgreement ",,17:00
tender_290213/1059988,Contract,"Department for Education",Awarded,2022-04-08T10:19:34+01:00,"NCS Course Directory Support Service DfE","1 Year Extension - Educational establishments use National Careers Service Course Directory ""provider portal"" to update details of all courses they offer. This allows the public to search for suitable courses using third party websites as all records are held within our central data warehouse as open data which third parties can freely consume using an API.",,"CV1 2WT","Yorkshire and The Humber,West Midlands","72222300 ","Alexander Odame",alexander.odame@education.gov.uk,"Department for Education, Commercial Directorate, 2nd Floor, Cheylesmore House, Quinton Road,",,Coventry,"CV1 2WT",England,,,"Redacted_DfE (ESFA) - G-Cloud 12 - Course Directory Service - OP-000756.pdf ",,,01/03/2022,28/02/2025,29/11/2021,NO,,Yes,Yes,No,Services,1430100,,15/03/2022,1430100,"[Tribal Education Limited|Kings Orchard One Queen Street Bristol BS2 0HQ|COMPANIES_HOUSE|04163300|Yes|No]",,01/03/2022,28/02/2025,"CallOffFromFrameworkAgreement ",,11:59
BIP842800323,Contract,"Northampton General Hospital NHS Trust",Awarded,2024-02-14T15:05:03Z,"KGH - Digital Patient Mail and Hybrid Mail Solution","Provision of digital patient mail and Hybrid mail solution",,,"East Midlands","79571000 ",,m.sterling@nhs.net,Cliftonville,,Northampton,"NN1 5BD",UK,'+441604523922,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=842800323 ",,01/04/2022,31/03/2026,16/03/2022,NO,,No,No,No,Services,1122219,,16/03/2022,1122219,"[IMImobile Europe Ltd (Healthcare Communications)|5, St John's Lane
        London|NONE||No|No]",,01/04/2022,31/03/2026,"Other ",,00:00
DERBSCC001-DN710940-26227607,Contract,"Derbyshire County Council",Awarded,2024-02-12T14:26:17Z,"CT2120 Spray Booth Servicing & Maintenance","Service and maintenance of our paint spray booth and paint mixing room at Ambergate Workshop.",,,"East Midlands","50110000 ",,procurement.supportteam@derbyshire.gov.uk,"County Hall",,Matlock,"DE4 3AG",England,,http://www.derbyshire.gov.uk/,,,,20/03/2022,21/03/2024,15/03/2022,NO,,Yes,No,No,Services,25000,25000,16/03/2022,25000,"[SprayBooth Maintenance & Supplies Ltd|Cosy Nook
Elisha Close
Stoney Stanton
Leicester
LE9 4DD|NONE||Yes|No]",,21/03/2022,21/03/2024,"Other ",,23:59
"TAF EP Additional Project 2",Contract,"ABT BRITAIN LIMITED",Awarded,2024-02-09T14:53:17Z,"Analytical support of the Government of Ukraine","The project aims to support the Government of Ukraine to launch a war-time economy, damaged infrastructure, sanctions, and support businesses reallocation from the territories of active fighting. Expected benefits of the project are analytics for the preparation of post-war reconstruction, international public will receive in-depth analytics and publications, analytical support for GoU communications.
The main deliverables are:
•	Policy documents for war-time economy transformation
•	Weekly assessments of damaged infrastructure based on https://damaged.in.ua/ information",,,Ukraine,"73000000 ","Zuzanna Pogorzelska",zuzanna.pogorzelska@abtbritain.co.uk,"1 Chamberlain Square",,BIRMINGHAM,SE12RD,England,"'+44 (0)20 3874 3440",,,,,20/03/2022,31/03/2022,15/03/2022,NO,,Yes,Yes,No,Services,5000,,17/03/2022,5000,"[Kyiv School of Economics and Management|03113, 3 Mykoly Shpaka street, Kyiv, Ukraine|NONE_OTHER||Yes|No]",,20/03/2022,31/03/2022,"SingleTenderActionNonOJEU ",,18:00
CF-0866600D0O000000rwimUAA,Contract,"NHS England",Awarded,2024-01-24T14:49:10Z,"Bi-Directional Interface with the Electronic Staff Record_Think Learning","NHS England and Improvement will provide the funding as outlined below to the supplier, to build the ESR-NHS0067 Occupational Health interface specification provided by ESR. The funding will also cover the cost of implementing the Occupational Health bi-directional interface infrastructure with ESR with identified NHS Trusts. On successful completion, data will be flowing automatically between both ESR and the Third-party system.",,"SE1 8UG",England,"72000000 ","Julian Farley",Julian.Farley@nhs.net,"Skipton House, 80 London Road",,London,"SE1 8UG","United Kingdom",,,"C67311_NHS Terms and Conditions for the provision of services_ESR Interfaces 2022_Think Learning_REDACTED.pdf ",,,04/01/2022,31/03/2022,03/01/2022,NO,,Yes,No,No,Services,105000,105000,14/03/2022,105000,"[Think Learning|Mocatta House, Trafalgar Place, Brighton BN1 4DU|NONE||Yes|No]",,04/01/2022,31/03/2022,"SingleTenderActionNonOJEU ",,12:00
CF-0866400D0O000000rwimUAA,Contract,"NHS England",Awarded,2024-01-24T14:46:35Z,"Bi-Directional Interface with the Electronic Staff Record_Kallidus","NHS England and Improvement will provide the funding as outlined below to the supplier, to build the ESR-NHS0067 Occupational Health interface specification provided by ESR. The funding will also cover the cost of implementing the Occupational Health bi-directional interface infrastructure with ESR with identified NHS Trusts. On successful completion, data will be flowing automatically between both ESR and the Third-party system.",,"SE1 8UG",England,"72000000 ","Julian Farley",Julian.Farley@nhs.net,"Skipton House, 80 London Road",,London,"SE1 8UG","United Kingdom",,,"C71883_NHS Contract for the provision of services _ESR Interfaces_Kallidus_REDACTED.pdf ",,,04/01/2022,31/03/2022,03/01/2022,NO,,Yes,No,No,Services,72280,72280,16/03/2022,72280,"[KALLIDUS LIMITED|5 Fleet Place, London, England, EC4M 7RD EC4M 7RD|NONE||Yes|No]",,04/01/2022,31/03/2022,"SingleTenderActionNonOJEU ",,12:00
tender_291310/1051863,Contract,"Department for Education",Awarded,2022-03-15T14:16:48Z,"Provision of an independent complaints adjudication service for OFSTED CON_13270","DfE has appointed a contractor for the Provision of an independent complaints adjudication service for OFSTED.",,,"North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West","80000000 ",,Lesley.Hollick@education.gov.uk,"Sanctuary Buildings, Great Smith Street,",,London,"SW1P 3BT",England,,,"Redacted Contract - ICASO.pdf 6344 - ICASO signed contract_Redacted.pdf ",,,01/04/2022,31/03/2026,23/12/2021,NO,,Yes,Yes,No,Services,12000,87000,14/03/2022,87000,"[CEDR|100 St. Paul's Churchyard, London, EC4M 8BU|NONE_OTHER||No|No]",,01/04/2022,31/03/2026,"OpenNonOJEU ",,12:00
CF-2041600D0O000000rwimUAA,Contract,DHSC,Awarded,2023-11-30T10:17:36Z,"DHSC - NHS Transformation Directorate - Gateway 0 review for Data for Research","Gateway review service",,"SW1H 0EU",England,"72000000 ","Alex Williams",alex.williams@dhsc.gov.uk,"39 Victoria Street",,London,"SW1H 0EU","United Kingdom","0300 790 4007",,"DHSC - NHS TD - Gateway 0 assurance review - Data for research - QI Consulting - signed_Redacted.pdf ",,,14/03/2022,24/03/2022,11/03/2022,NO,,Yes,No,No,NotApplicable,11880,11880,16/03/2022,11880,"[Qi Consulting Limited|180 Hyde End Road
Spencers Wood
Reading RG71DG|NONE||No|No]",,14/03/2022,24/03/2022,"SingleTenderActionNonOJEU ",,12:00
20231109100843-104514,Contract,"City of Doncaster Council",Awarded,2023-11-09T10:08:51Z,"General Building and Repair Works","The Design and Build of General Building and Repair Works Including But Not Limited To General Responsive Repairs, Fire Damaged Properties and Disrepair Works",,,"Yorkshire and The Humber","50700000 71220000 ","Cameron Hutchinson",Cameron.Hutchinson@doncaster.gov.uk,"Civic Office, Waterdale",,Doncaster,"DN1 3BU",ENG,"'+44 1302736313",https://www.doncaster.gov.uk/,,"https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=74966&B=UK https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/104514 ",,21/03/2022,20/03/2024,07/03/2022,NO,,Yes,No,No,Works,0,6000000,14/03/2022,6000000,"[R.H. FULLWOOD & CO LIMITED|WLEY LANE | SOUTH ELMSALL | PONTEFRACT
WF9 2JP|NONE||No|No]",,21/03/2022,20/03/2024,"DirectAward ",,00:00
