"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
HEY/22/489,Contract,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",Awarded,2024-05-30T11:31:38+01:00,"2 X- RAY ROOMS","One off purchase for a 2 X- RAY ROOMS etc, call off from a framework agreement, ref: 2021/S 000-007768",,,"Yorkshire and The Humber","33000000 ","sanna Bhamji",sanna.bhamji@nhs.net,"Anlaby Road",,HULL,HU32JZ,England,,,,,,16/12/2022,16/12/2022,15/12/2022,NO,,No,No,No,Products,364342.8,,15/12/2022,364342.8,"[AGFA HEALTHCARE IT UK LIMITED|6-9 The Square
Stockley Park
Uxbridge
Middlesex
England
UB11 1FW|NONE_OTHER||No|No]",,16/12/2022,16/12/2022,"CallOffFromFrameworkAgreement ",,12:00
tender_341965/1348846,Contract,"City of London Corporation",Awarded,2024-04-25T10:18:21+01:00,"Provision of Taxi Private Hire Services","Provision of Taxi Private Hire Services",,,London,"60120000 ","Michael Gotthjalpsen",michael.gotthjalpsen@cityoflondon.gov.uk,GUILDHALL,,London,"EC2V 7HH",England,,,,"www.capitalesourcing.com ",,01/01/2023,01/01/2026,01/12/2022,NO,,Yes,No,No,Services,80000,,15/12/2022,80000,"[Amir hire executive car service|1 larch Close, E13 8SF|NONE_OTHER||Yes|No]",,01/01/2023,01/01/2026,"SingleTenderActionNonOJEU ",,17:00
PNU1000990-1,Contract,"FCDO Services",Awarded,2024-04-18T13:44:47+01:00,"Discovery exercise to inform the delivery of a series of pilots of the Cabinet Office GovAssure scheme",https://www.crowncommercial.gov.uk/agreements/RM1557.12,,"MK19 7BH",,"79710000 ",,PurchasingEnquiries@fco.gov.uk,"1 St Floor Building 71",,"MILTON KEYNES",MK197BH,England,,,,,,14/12/2022,31/12/2023,13/12/2022,NO,,Yes,No,No,Services,361472,,13/12/2022,361472,"[KPMG LLP|E14 5GL|NONE_OTHER||Yes|No]",,14/12/2022,31/12/2023,"CallOffFromFrameworkAgreement ",,00:00
CF-1279200D0O000000rwimUAA,Contract,"NHS Digital",Awarded,2024-04-18T10:47:24+01:00,"Veeam Renewal 2023","Renewal of Veeam licensing and support.",,"LS1 4AP",England,"72268000 ","NHS Digital Contract Management",nhsdcontractmanagement@nhs.net,"7-8 Wellington Place",,Leeds,"LS1 4AP",GB,,,"Order Form - W47503 [Redacted].pdf ",,,01/01/2023,31/12/2023,25/11/2022,NO,,No,No,No,NotApplicable,103770.28,311310.84,14/12/2022,103770.28,"[BYTES SOFTWARE SERVICES LIMITED|Bytes House, Randalls Way KT22 7TW|NONE||No|No]",,01/01/2023,31/12/2023,"CallOffFromFrameworkAgreement ",,17:00
tender_373061/1340100,Contract,"Pension Protection Fund",Awarded,2024-04-17T15:53:14+01:00,"Password Manager Software","Published as part of a batch of call offs with Bytes Software Services from the KCS Software and Associated Services Framework.

KCS Software and Assocaite Services Framework - Dashlane Business Licences QTY 450 
Password monitoring, user management and reporting, policy management, and directory integration plus SAML-based single sign-on (SSO).",,"CR0 2NA","Any region","48000000 ",,commercialservices@ppf.co.uk,"Renaissance, 12 Dingwall Road",,Croydon,"CR0 2NA",England,,,,,,19/12/2022,18/12/2024,12/12/2022,NO,,Yes,No,No,Services,71199,,16/12/2022,71199,"[Bytes Software Services Limited|Bytes House, Randall Way, Leatherhead, Surrey, KT22 7TW|NONE_OTHER||No|No]",,19/12/2022,18/12/2024,"CallOffFromFrameworkAgreement ",,12:00
TNA531,Contract,"The National Archives",Awarded,2023-01-27T13:52:21Z,"UK Government Web Archives Database Support","To provide support and development for the UK Government Web Archiving Database.
GCloud service id 125705672145214",,"TW9 4DU",,"72000000 ",,procurement@nationalarchives.gov.uk,"RUSKIN AVENUE",,RICHMOND,TW94DU,England,,,,,,01/02/2023,31/03/2024,13/12/2022,NO,,Yes,No,No,Services,0,150000,14/12/2022,150000,"[MOBILISE CLOUD SERVICES LIMITED|71-75 SHELTON STREET,COVENT GARDEN
LONDON
WC2H 9JQ
GB|COMPANIES_HOUSE|09082209|Yes|No]",,01/02/2023,31/03/2024,"CallOffFromFrameworkAgreement ",,17:00
BIP850514829,Contract,"Stonewater Limited",Awarded,2024-03-20T10:15:03Z,"GB-Leicester: Door Entry, Access Controls and Associated Works at Various Properties in the West and East/North Region","Installation/replacement of door entry and access controls. Removal of redundant Warden Call equipment. Installation/replacement of smoke detection in flats.",,,"East Midlands","42961100 ",Stonewater,pmarsh@calfordseaden.com,"Crown Lane",,Stourbridge,"DY8 1YD",UK,02079403236,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=850514829 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",01/01/2023,31/03/2024,15/12/2022,NO,,Yes,No,No,Works,185515.9,,15/12/2022,185515.9,"[Allhands Ltd T/A Harrold Jones Services|75 Lifford Lane
        Kings Norton Business Centre
        Birmingham 
        B30 3JH|NONE||No|No]",,01/01/2023,31/03/2024,"Open ",,00:00
BIP850510050,Contract,"Stonewater Limited",Awarded,2024-03-20T10:10:03Z,"GB-South Region: Door Entry, Access Controls and Associated Works at Various Properties in the South Region","Installation/replacement of door entry and access controls. Removal of redundant Warden Call equipment. Installation/replacement of smoke detection in flats.",,,"South East","42961100 ",Stonewater,pmarsh@calfordseaden.com,"Crown Lane",,Stourbridge,"DY8 1YD",UK,02079403236,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=850510050 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",01/01/2023,31/03/2024,14/12/2022,NO,,Yes,No,No,Works,215140,,14/12/2022,215140,"[Allhands Ltd T/A Harrold Jones Services|75 Lifford Lane
        Kings Norton Business Centre
        Birmingham
         B30 3JH|NONE||No|No]",,01/01/2023,31/03/2024,"Open ",,00:00
GOSPT001-DN640779-93250467,Contract,"Gosport Borough Council",Awarded,2024-03-18T10:40:00Z,"Contract lease of five cars","Gosport Borough Council (GBC) wishes to obtain the vehicles on a leased basis for a period of four years, with the possibility of annual flexible extensions for a maximum of two additional years.",,,"United Kingdom","34100000 ","Procurement Department",Purchasing@gosport.gov.uk,"Gosport Borough Council","Town Hall, High Street",Gosport,"PO12 1EB","United Kingdom",,http://www.gosport.gov.uk,,"https://sebp.due-north.com/ ",,27/03/2023,31/03/2027,06/12/2022,NO,,Yes,No,No,Services,40000,60000,13/12/2022,75684.96,"[LeasePlan|165 Bath Road, SL1 4AA|NONE||No|No]",,16/02/2024,15/02/2028,"Open ",,12:00
20240314143923-104514,Contract,"City of Doncaster Council",Awarded,2024-03-14T14:39:35Z,"Residential Care Contracts","Residential Care contracts under the Residential Care DPS",,,"Yorkshire and The Humber","85000000 ","Verenaisi Salabula-Nakanacagi",Verenaisi.Salabula-Nakanacagi@doncaster.gov.uk,"Civic Office, Waterdale",,Doncaster,"DN1 3BU",ENG,"'+44 1302736977",https://www.doncaster.gov.uk/,,"https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=77782&B=UK https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/104514 ",,01/12/2023,31/12/2099,01/11/2022,NO,,Yes,No,No,Services,0,10000000,15/12/2022,10000000,"[Sutton Court Care Home|ASHMERE NOTTINGHAMSHIRE LTD
SUTTON COURT, PRIESTSIC ROAD, SUTTON-IN-ASHFIELD
NG17 2AH|NONE||No|No][TRUST CARE LTD|ATTLEE COURT, 1 ATTLEE STREET, NORMANTON, WAKEFIELD,WF6 1DL|NONE||No|No][Croft House (Preston) Ltd trading as Croft House Rest Home|26 Kirkham Road, Preston PR4 1HT|NONE||No|No][The Nelson Trust|t/a Nelson House,
Port Lane, Brimscombe, Stroud, Gloucestershire,GL5 2SA|NONE||No|No][Ashmere Nottinghamshire Ltd)|t/a Sutton Court Care Home,
SUTTON COURT, PRIESTSIC ROAD, SUTTON-IN-ASHFIELD,NG17 2AH|NONE||No|No][Knights Care Group Limited|t/a Randolph House Care Home,
FERRY ROAD WEST, SCUNTHORPE,
DN15 8EA|NONE||No|No][WOOD HILL LODGE|522 GRIMESTHORPE ROAD, SHEFFIELD,
S4 8LE|NONE||No|No][Qualia Care Limited|t/a St Mary's Nursing Home-Manchester,
ST MARYS ROAD, MOSTON, MANCHESTER,
M40 0BL|NONE||No|No][Cristal Care Ltd|t/a Gateway House,
The Pleasance Edlington Lane, Edlington, Doncaster DN12 1PL|NONE||No|No]",,01/01/2023,31/12/2099,"Other ",,12:00
