"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
KMCFM-004,Contract,"Kirklees Council",Awarded,2024-05-20T11:33:54+01:00,"EWI / Sprinkler and Associated Refurbishment Works at Harold Wilson Court","Design and Construction of the Harold Wilson Court refurbishment works

• Replacement External Walling Insulation (EWI) System
• Sprinkler System
• Part 1 Fire System
• Part 6 Fire System
• Evacuation Alert System
• Wayfinding Signage
• Replacement Curtain Walling
• Smoke Control Systems
• Fire Stopping
• Balcony Remediation
• Decoration",,,"Yorkshire and The Humber","44115500 ","Tom Widdop",tom.widdop@kirklees.gov.uk,"Civic Centre 1,","High Street,",HUDDERSFIELD,"HD1 2NF",England,0148221000,,,,,24/07/2023,16/12/2024,01/02/2022,NO,,No,No,No,Works,3854380,,01/02/2022,3854380.32,"[WATES PROPERTY SERVICES LIMITED|LEATHERHEAD WATES HOUSE,STATION APPROACH
LEATHERHEAD
Surrey
KT22 7SW
GB|COMPANIES_HOUSE|01141788|No|No]",,24/07/2023,16/12/2024,"CallOffFromFrameworkAgreement ",,13:00
GLOSCC001-DN376732-82637773,Contract,"Gloucestershire County Council",Awarded,2024-03-25T09:48:29Z,"Gloucestershire Community and Accommodation Based Support (CABS) - Services for Homelessness and People in Vulnerable Circumstances","Gloucestershire County Council is acting as a Lead Authority for the re-opening of its Community and Accommodation Based Support (CABS) - Services for Homelessness and People in Vulnerable Circumstances framework tender. The framework will be of interest to providers of services that will support the following Lots; Community based support Lots; 1i Place Based Community Based Support 2i Specialist Community Support e.g. Sensory Impairment; Refugee and Asylum Seekers 3i Rough Sleeper/Entrenched Homeless Assertive Outreach 3ii Somewhere Safe to Stay Hubs 3iii Navigator Service 3iv Rough Sleeper/Entrenched Homeless Intensive Support Accommodation based support Lots; 4i Homeless Assessment Service (for Adults with Complex Needs and Chaotic Lifestyles) 4ii 18+ Accommodation Based Support 4iii Mental Health Accommodation Based Support 5i 16+ Accommodation Based Support 5ii Young Parents Accommodation Based Support 5iii Crash Pads 5iv Edge of Care 5v Care Leavers Accommodation Based Support 6i Low Support 6ii Emergency/Temporary Accommodation",,,"South West","70000000 85000000 98000000 ","Mohammed Bhula",Mohammed.Bhula@gloucestershire.gov.uk,"Shire Hall",,Gloucester,"GL1 2TH","United Kingdom",,https://www.gloucestershire.gov.uk,,"https://procontract.due-north.com/Advert?advertId=d44dc6c7-cb37-ec11-810e-005056b64545&fromRfxSummary=True&rfxId=3610af9e-d737-ec11-810e-005056b64545 ",,28/02/2022,31/03/2024,01/12/2021,NO,,Yes,Yes,No,Services,100000000,100000000,01/02/2022,100000000,"[Caring for Communities and People|GL50 3JF|NONE||No|Yes][Cheltenham YMCA|GL50 1TP|NONE||Yes|No][Connection Floating Support|OX4 3UT|NONE||Yes|Yes][Emerging Futures CIC|BN14 9NH|NONE||Yes|No][People, Potential, Possibilities|DE7 8HU|NONE||No|Yes][SecondStep|BS2 8PE|NONE||Yes|Yes][The Riverside Group Ltd|L24 8RF|NONE||No|No][Ara|BS14EF|NONE||Yes|Yes][GARAS|GL1 4SQ|NONE||Yes|Yes][GDA|GL43JL|NONE||Yes|No][Q Care Ltd|NP7 7RU|NONE||No|No][SF Housing & Support Services|TA7 0LU|NONE||Yes|No][Shire Training Workshops Ltd|GL5 1QG|NONE||Yes|Yes][St Mungo Community Housing Association|E1W 1WY|NONE||No|Yes][Elim Housing|BS35 3QH|NONE||Yes|No][Home Group|NE12 8ET|NONE||No|No][Rethink|SE1 7TP|NONE||No|No][Key2 futures|OX4 1EU|NONE||Yes|No][Rooftop Housing Group G3|WR11 4YD|NONE||Yes|No][Stonewater Ltd|LE8 6EP|NONE||No|No][The Nelson Trust|The Nelson Trust, Port Lane, Brimscombe, Stroud, GL5 2QJ|NONE||No|No]",,16/02/2022,31/03/2025,"Open ",,10:00
CS21004,Contract,"UK SHARED BUSINESS SERVICES LIMITED",Awarded,2022-02-08T15:40:04Z,"CS21004 Employee Assistance Programme for UKRI and UK SBS","The final date and time for the submission of bids is Monday 6th September 2021 at 11:00 

DO NOT apply directly to the buyer.

All tender information MUST be submitted through the Delta eSourcing Portal.

Brief Description of Requirement

To enable UK Research and Innovation (UKRI) and UK Shared Business Services (UK SBS) to fulfil their obligations to employees, and to assist with each party's Employee Benefit and Wellbeing programmes UKRI and UK SBS are seeking an Employee Assistance Programme (EAP) Service for all staff across multiple locations.
In addition, the supplier will be required to work with HR Teams in UKRI and UK SBS to help promote and raise awareness of the range of support mechanisms.

Please ensure you review all attached information to ensure a full understanding of this requirement. All attachments can be found with the Document Uploads tab within the Delta eSourcing Portal. 

This contract will be awarded based on the evaluation criteria as set out in the RFP document. 

How to Apply

UK Shared Business Services Ltd (UK SBS) will be using the Delta eSourcing Portal for this procurement. 

To register on the Delta eSourcing portal please use the link https://www.delta-esourcing.com/ and follow the instructions to register.

If you are already registered on the Delta eSourcing Portal and wish to participate in this procurement, please use the link: https://www.delta-esourcing.com/ and the follow the instructions to 'Log in' 

Once you are logged into the system you will be able to link yourself into this procurement using the Access Code: 78ZF495UA3",,"SN2 1FL",,"85312320 ","Core Services",coreservices@uksbs.co.uk,"Polaris House, North Star Avenue",,SWINDON,SN21FF,England,"01793 867005",www.uksbs.co.uk,"Appendix 1 UKRI Password Standards.pdf Appendix 2 UKSBS Password Policy.pdf AW4.1 CS21004 Contract.pdf FINAL CS21004 Delta - RFP Request for Proposal Questions.pdf FINAL CS21004 Delta - RFP Request for Proposal.pdf AW5.2 Price Schedule CS21004.xlsx CS21004 Contract Redacted.pdf CS21004 Contract Variation V2_001.pdf ","https://www.delta-esourcing.com ","DO NOT APPLY DIRECTLY TO THE BUYER

All submissions will be assessed in accordance with the Public Procurement Regulations that apply to this opportunity.

Responses must be received by the date and time in the tender documentation; responses received outside of the deadline or not sent via the Delta eSourcing portal will not be accepted or considered by the Contracting Authorities further for this opportunity. Interested organisations should ensure that they allow a sufficiency of time, prior to the deadline to allow all sections to be completed in full and any attachments to be uploaded.

As a user of the Delta eSourcing Portal you will have access to the Delta messaging service which facilitates all messages sent to you and from you, as well as other messages and updates in relation to any specific tender event. Please note that any and all information secured outside of the messaging service, shall have no merit or worth and should not be relied upon by any organisation submitting a tender response. 

Please note it is your organisations responsibility to access these messages on a regular basis to ensure you have sight of all relevant information applicable to this opportunity.

The Contracting Authorities expressly reserves the right:

i.	not to award any contract as a result of the procurement process commenced by publication of this notice; and

ii.	to make whatever changes it may see fit to the content and structure of the procurement; and under no circumstances as part of your organisations participation in this opportunity, will the Contracting Authorities be liable for any costs incurred by any organisation as a result. If the Contracting Authorities decides to enter into a contract with any successful organisation(s), this does not mean that there is any guarantee of subsequent contracts being awarded. Any expenditure, work or effort undertaken prior to contract award is accordingly a matter solely for the commercial judgement of your organisation in doing so.

About UK Shared Business Services 

UK Shared Business Services Ltd (UK SBS) brings a commercial attitude to the public sector; helping our contracting authorities to improve efficiency, generate savings and modernise.

Where UK SBS is not named as the Contracting Authority within the documentation, UK SBS will be acting as an agent on behalf of the Contracting Authority.

Our broad range of expert services is shared by our customers. This allows our customers the freedom to focus resources on core activities; innovating and transforming their own organisations.

For full details of our partner base please review the following link: http://www.uksbs.co.uk/services/procure/contracts/Pages/default.aspx",15/11/2021,16/11/2025,06/09/2021,NO,,Yes,No,No,Services,280000,,01/02/2022,280000,"[HEALTH ASSURED LTD|THE PENINSULA VICTORIA PLACE
M4 4FB
GB|COMPANIES_HOUSE|06314620|Yes|No]",,02/02/2022,31/01/2026,"OpenOJEU ",,11:00
2122-0388,Contract,"London Borough of Islington",Awarded,2024-01-26T15:42:52Z,"Information Governance compliance  software","Implementation of compliance software to manage mandatory data protection paperwork (DPIA/ROPA (IAR) and data flows) and Information Risk.
Cloud-based system to manage core data protection paperwork (ROPA/DPIA), capture and manage information risks and ensure that data breaches can be managed effectively.",,"N1 2UD",,"48000000 72000000 ",,procurement@islington.gov.uk,"Town Hall",,LONDON,"N1 2UD",England,,,,,,01/03/2022,28/02/2024,01/02/2022,NO,,No,No,No,Services,79050,,02/02/2022,79050,"[Sophie Lis|20 Grosvenor Place
London
SW1X 7HN|COMPANIES_HOUSE|5157767|No|No]",,01/03/2022,28/02/2024,"CallOffFromFrameworkAgreement ",,12:00
"Greater Cambridge Partnership A507 Contract support",Contract,"Cambridgeshire County Council",Awarded,2024-03-06T14:55:55Z,"GCP A507 Contract Support","This was an award from Cambs County Council Joint Professional Services Framework to Atkins for the development of an overall procurement strategy - one that sets out a baseline analysis of the various models typically in play across the UK (and further afield) and general recommendations as to when the same are typically used and should be considered by GCP.",,,"East of England","71311210 ","Karen Griggs",karen.griggs@cambridgeshire.gov.uk,"Mandela House","4 Regent Street","Cambridge, UK","CB2 1BY","United Kingdom","01223 699154",,,,,07/02/2022,06/05/2022,06/02/2022,NO,,Yes,Yes,No,Works,55604,,06/02/2022,55604,"[Atkins|12-16 Addiscombe Road
Croydon
CR0 0XT|COMPANIES_HOUSE|00688424|No|No]",,07/02/2022,06/05/2022,"CallOffFromFrameworkAgreement ",,00:00
"Greater Cambridge Partnership W35 Residents Parking",Contract,"Cambridgeshire County Council",Awarded,2024-02-27T15:20:33Z,"GCP W35 Residents Parking","This was an award from the Cambs County Council Joint Professional Services Framework to WSP for consultancy support to the delivery of a residents parking plan and delivery of a specific scheme.",,,"East of England","71311210 ","Karen Griggs",karen.griggs@cambridgeshire.gov.uk,"Shire Hall,Castle Street",,CAMBRIDGE,CB30AP,England,"01223 699154",,,,,07/02/2022,31/07/2022,06/02/2022,NO,,Yes,Yes,No,Works,92532.18,,06/02/2022,92532.18,"[WSP|70 Chancery Lane
London
WC2A 1AF|COMPANIES_HOUSE|01383511|No|No]",,07/02/2022,31/07/2022,"CallOffFromFrameworkAgreement ",,00:00
"Low Carbon Energy Training",Contract,"Cornwall College",Awarded,2024-02-22T09:29:36Z,"BSFP SDF2","Low Carbon Energy specialist training to match TCCGs SDF2 project specification. TCCG are seeking a supplier who offers the full range of energy generation/capture that then becomes Grid to Vehicle but also energy storage via V2G technologies which aligns to curriculum.",,,"South West","80000000 ","Chris Davey",Procurement@cornwall.ac.uk,"Trevenson Road",Pool,Camborne,"TR15 3RD","United Kingdom",,www.cornwall.ac.uk,,,,05/02/2022,04/02/2025,04/02/2022,NO,,Yes,Yes,No,Products,40000,45000,04/02/2022,45000,"[Delve & Nankervis Ltd|LAKESIDE OFFICES, THE OLD CATTLE MARKET,
HELSTON, CORNWALL, TR13 0SR|COMPANIES_HOUSE|06612181|Yes|No]",,05/02/2022,04/02/2025,"CompetitiveQuotationNonOJEU ",,12:00
CON/1001369,Contract,"BANK OF ENGLAND",Awarded,2024-02-20T09:50:25Z,"Maintenance services for building systems","Planned preventative maintenance services for critical power systems.",,,"United Kingdom","71314100 71314200 71315000 71330000 ",,fm.contracts@bankofengland.co.uk,"Threadneedle Street",,LONDON,EC2R8AH,England,,,,,,01/03/2022,28/02/2025,01/02/2022,NO,,Yes,No,No,Services,175730.4,,01/02/2022,175730.4,"[ANORD MARDIX CRITICAL POWER SERVICES LIMITED|Castle Mills Aynam Road
KENDAL
CUMBRIA
LA9 7DE
GB|COMPANIES_HOUSE|07615119|Yes|No]",,01/03/2022,28/02/2025,"Other Direct Award",,12:00
HCA001-DN537138-33140391,Contract,"DUE NORTH LIMITED",Awarded,2024-02-05T08:29:50Z,"HOMES ENGLAND - DPP3 - S&SW Lot - Coypool Park - Plymouth","Procurement of Delivery Partner for the development of Coypool Park, Plymouth.

https://www.gov.uk/government/publications/homes-england-contracts-and-tenders",,,"United Kingdom,Isle of Man,Channel Islands,British Oversea Territories,Europe,Rest of the World","45000000 ",,etendering@homesengland.gov.uk,Rivergate,"Temple Quay",Bristol,"BS1 6EH",England,01937545945,https://www.gov.uk/government/organisations/homes-england,,,,31/03/2022,27/07/2029,01/10/2021,NO,,Yes,No,No,Services,100000000,,04/02/2022,113791183,"[Barratt Developments Plc|WA3 6XF|NONE||No|No]",,31/03/2022,27/07/2029,"Other tender",,13:00
CF-0612500D0O000000rwimUAA,Contract,"UK Health Security Agency",Awarded,2024-02-01T16:29:35Z,"R&M153 Public Perception Tracker","Tracking public perceptions, behaviours and attitudes to the Covid 19 Pandemic and health security.",,"SW1P 3HX","United Kingdom","79310000 ","Procurement Operations",procurement.operations@dhsc.gov.uk,"Nobel House, 17 Smith Square",,London,"SW1P 3HX","United Kingdom",,,"RM153 Basis Public Perception Tracker redacted.pdf LSRS347 RM153 PPT Basis Variation Countersigned Redacted.pdf ",,"Variation to contract RM153 Public Perception Tracking to extend Expiry date to 31st March 2024 via Reg 72.-(1) (e) where the modifications, irrespective of their value, are not substantial.

This is to allow for delay incurred in re-procurement of this service.",26/01/2022,31/03/2024,25/01/2022,NO,,Yes,Yes,No,Services,1900000,1900000,01/02/2022,1900000,"[BASIS RESEARCH LIMITED|24 Hanway Street W1T 1UH|NONE||Yes|No]",,26/01/2022,31/03/2024,"CallOffFromDynamicPurchasingSystem ",,12:00
